# No. 95 (30 Sept 1812), frames 0228, 0229, 0233, 0234L (codes_ford1812_no95.txt) aligned group by group with the
# Department's decypherment as printed by Ford 4:389-391 (clear copy on frames 0230-0232).
# python align.py codes_ford1812_no95.txt code_table.tsv
# number<TAB>value<TAB>frame+block (Ford page; note)<TAB>grade: C = fixed by Ford between known neighbours; M = split or digit is a judgement
1576	of	0228-0234 No.95 row 301 (Ford 4:389-391)	C
1385	the	0228-0234 No.95 row 302 (Ford 4:389-391)	C
1083	sen	0228-0234 No.95 row 303 (Ford 4:389-391)	C
560	ti	0228-0234 No.95 row 304 (Ford 4:389-391)	C
637	ments	0228-0234 No.95 row 305 (Ford 4:389-391)	C
1576	of	0228-0234 No.95 row 306 (Ford 4:389-391)	C
167	my	0228-0234 No.95 row 307 (Ford 4:389-391)	C
1229	govern	0228-0234 No.95 row 308 (Ford 4:389-391)	C
637	ment	0228-0234 No.95 row 309 (Ford 4:389-391)	C
1384	that	0228-0234 No.95 row 310 (Ford 4:389-391)	C
1401	i	0228-0234 No.95 row 311 (Ford 4:389-391)	C
500	was	0228-0234 No.95 row 312 (Ford 4:389-391)	C
313	far	0228-0234 No.95 row 313 (Ford 4:389-391)	C
999	from	0228-0234 No.95 row 314 (Ford 4:389-391)	C
64	know	0228-0234 No.95 row 315 (Ford 4:389-391)	C
1429	ing	0228-0234 No.95 row 316 (Ford 4:389-391)	C
1172	what	0228-0234 No.95 row 317 (Ford 4:389-391)	C
1386	their	0228-0234 No.95 row 318 (Ford 4:389-391)	C
1407	id	0228-0234 No.95 row 319 (Ford 4:389-391)	C
502	eas	0228-0234 No.95 row 320 (Ford 4:389-391)	C
1169	were	0228-0234 No.95 row 321 (Ford 4:389-391)	C
1190	with	0228-0234 No.95 row 322 (Ford 4:389-391)	C
739	re	0228-0234 No.95 row 323 (Ford 4:389-391)	C
683	gard	0228-0234 No.95 row 324 (Ford 4:389-391)	C
569	to	0228-0234 No.95 row 325 (Ford 4:389-391)	C
1385	the	0228-0234 No.95 row 326 (Ford 4:389-391)	C
1044	con	0228-0234 No.95 row 327 (Ford 4:389-391)	C
564	tin	0228-0234 No.95 row 328 (Ford 4:389-391)	C
455	uan	0228-0234 No.95 row 329 (Ford 4:389-391; con-tin-uan-ce)	C
1016	ce	0228-0234 No.95 row 330 (Ford 4:389-391)	C
1576	of	0228-0234 No.95 row 331 (Ford 4:389-391)	C
1385	the	0228-0234 No.95 row 332 (Ford 4:389-391)	C
498	war	0228-0234 No.95 row 333 (Ford 4:389-391)	C
1384	that	0228-0234 No.95 row 334 (Ford 4:389-391)	C
1401	i	0228-0234 No.95 row 335 (Ford 4:389-391)	C
1244	had	0228-0234 No.95 row 336 (Ford 4:389-391)	C
360	not	0228-0234 No.95 row 337 (Ford 4:389-391)	C
1384	that	0228-0234 No.95 row 338 (Ford 4:389-391)	C
808	day	0228-0234 No.95 row 339 (Ford 4:389-391)	C
736	received	0228-0234 No.95 row 340 (Ford 4:389-391)	C
674	any	0228-0234 No.95 row 341 (Ford 4:389-391)	C
1576	of	0228-0234 No.95 row 342 (Ford 4:389-391)	C
332	fi	0228-0234 No.95 row 343 (Ford 4:389-391)	C
41	communica	0228-0234 No.95 row 344 (Ford 4:389-391; of-fi-cial communica-tion)	C
565	tion	0228-0234 No.95 row 345 (Ford 4:389-391)	C
1576	of	0228-0234 No.95 row 346 (Ford 4:389-391)	C
1440	its	0228-0234 No.95 row 347 (Ford 4:389-391)	C
809	de	0228-0234 No.95 row 348 (Ford 4:389-391)	C
1033	clar	0228-0234 No.95 row 349 (Ford 4:389-391)	C
728	ation	0228-0234 No.95 row 350 (Ford 4:389-391)	C
790	but	0228-0234 No.95 row 351 (Ford 4:389-391)	C
1384	that	0228-0234 No.95 row 352 (Ford 4:389-391)	C
1401	i	0228-0234 No.95 row 353 (Ford 4:389-391)	C
1167	well	0228-0234 No.95 row 354 (Ford 4:389-391)	C
1451	kn	0228-0234 No.95 row 355 (Ford 4:389-391)	C
288	ew	0228-0234 No.95 row 356 (Ford 4:389-391)	C
1440	it	0228-0234 No.95 row 357 (Ford 4:389-391)	C
500	was	0228-0234 No.95 row 358 (Ford 4:389-391)	C
1190	with	0228-0234 No.95 row 359 (Ford 4:389-391)	C
739	re	0228-0234 No.95 row 363 (Ford 4:389-391)	C
894	lu	0228-0234 No.95 row 364 (Ford 4:389-391)	C
1060	ct	0228-0234 No.95 row 365 (Ford 4:389-391)	C
1550	ance	0228-0234 No.95 row 366 (Ford 4:389-391)	C
1393	they	0228-0234 No.95 row 367 (Ford 4:389-391)	C
1244	had	0228-0234 No.95 row 368 (Ford 4:389-391)	C
545	en	0228-0234 No.95 row 369 (Ford 4:389-391)	C
1202	ga	0228-0234 No.95 row 370 (Ford 4:389-391)	C
1205	ge	0228-0234 No.95 row 371 (Ford 4:389-391)	C
1426	in	0228-0234 No.95 row 372 (Ford 4:389-391)	C
1385	the	0228-0234 No.95 row 373 (Ford 4:389-391)	C
498	war	0228-0234 No.95 row 374 (Ford 4:389-391)	C
1384	that	0228-0234 No.95 row 375 (Ford 4:389-391)	C
1401	i	0228-0234 No.95 row 376 (Ford 4:389-391)	C
500	was	0228-0234 No.95 row 377 (Ford 4:389-391)	C
464	very	0228-0234 No.95 row 378 (Ford 4:389-391)	C
396	sure	0228-0234 No.95 row 379 (Ford 4:389-391)	C
