sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
1	Agr-1	Alamgirpur	POT:T:g	Y	L/R	410 17	17 410	
2	Agr-2	Alamgirpur	POT:T:g	Y	L/R	410 17	17 410	
3	Agr-3	Alamgirpur	POT:T:g	Y	L/R	405 17	17 405	
5		Allahdino	TAG	Y	R/L	740 235	235 740	Bull
6	Ad-1	Allahdino	SEAL:S	Y	R/L	740 390 590	590 390 740	Bull1
7	Ad-2	Allahdino	SEAL:S	Y	R/L	368 390 125 33	33 125 390 368	Bull1:J
8	Ad-3	Allahdino	SEAL:S	Y	R/L	740 904 33 705 235	235 705 33 904 740	Bull1:II
9	Ad-4	Allahdino	SEAL:S	Y	R/L	740 17 495 235 741 66	66 741 235 495 17 740	Bull1:II
10	Ad-5	Allahdino	SEAL:S	Y	R/L	156 460 510	510 460 156	Bull1
11	Ad-6	Allahdino	SEAL:S	Y	R/L	72 170 740 840 13	13 840 740 170 72	Rhin
16		Altyn Depe	SEAL:S	Y	L/R	390 415	415 390	
17	Ai-7	Amri	POT:T:g	Y	L/R	390 34	34 390	
18		Bakkar Buthi	POT:T:g	Y	R/L	405 844 32 840 2 861	861 2 840 32 844 405	
19	Blk-1	Bala-kot	SEAL:S	Y	R/L	226 3 2 297 350 125 413	413 125 350 297 2 3 226	Bull1
20	Blk-2	Bala-kot	SEAL:S	Y	R/L	390 717 61 2 368 634	634 368 2 61 717 390	Bull1
22	Blk-4	Bala-kot	SEAL:S	Y	R/L	527 554 298 368 634	634 368 298 554 527	Bull1:II
26		Banawali	SEAL:S	Y	R/L	520 1	1 520	Goat:1
27	B-1	Banawali	SEAL:S	Y	R/L	90 740 220 2 368 550 821	821 550 368 2 220 740 90	Bull1:O
28	B-3	Banawali	SEAL:S	Y	R/L	220 14	14 220	Bull1
29	B-4	Banawali	SEAL:S	Y	R/L	740 797	797 740	Bull3
30	B-5	Banawali	SEAL:S	Y	R/L	2 817	817 2	Bull3
31	B-7	Banawali	SEAL:S	Y	R/L	2 817	817 2	Buff
32	B-8	Banawali	SEAL:S	Y	R/L	740 61	61 740	Goat:4
33	B-9	Banawali	SEAL:S	Y	R/L	390 4	4 390	Goat:3
36	B-15	Banawali	SEAL:S	Y	R/L	2 817	817 2	Rhin
37	B-17	Banawali	SEAL:S	Y	R/L	236 2 308 90	90 308 2 236	Htgr
39	B-19	Banawali	SEAL:S	Y	R/L	740 803	803 740	
40	B-21	Banawali	SEAL:R	Y	R/L	426 3 60 692	692 60 3 426	
50		Bhirrana	SEAL:S	Y	L/R	390 3 3	3 3 390	Buff
52		Bhirrana	SEAL:S	Y	R/L	236 2 820	820 2 236	Bull1
54	Ch-2	Chandigarh	POT:T:g	Y	R/L	740 50 705	705 50 740	
57	C-87	Chanhujo-daro	TAG:P	Y	R/L	740 405	405 740	
58	C-72	Chanhujo-daro	SEAL:S	Y	L/R	740 386	386 740	Bull3
60	C-80	Chanhujo-daro	SEAL:S	Y	R/L	892 700	700 892	Bull1:W
61	C-66	Chanhujo-daro	SEAL:S	Y	R/L	390 3 2 817	817 2 3 390	Bull1:W
64	C-54	Chanhujo-daro	SEAL:S	Y	R/L	842 32 31 592 31 60 920	920 60 31 592 31 32 842	Bull1:W
65	C-59	Chanhujo-daro	SEAL:S	Y	R/L	740 482 235	235 482 740	Bull1:V
66	C-69	Chanhujo-daro	SEAL:S	Y	R/L	390 844 60 575 717	717 575 60 844 390	Bull1:J
67	C-75	Chanhujo-daro	SEAL:S	Y	R/L	740 531 60 692	692 60 531 740	Elep
68	C-55	Chanhujo-daro	SEAL:S	Y	R/L	740 67 741 647 892	892 647 741 67 740	Bull1
69	C-60	Chanhujo-daro	SEAL:S	Y	R/L	740 176 32 2 861	861 2 32 176 740	Bull1:W
70	C-70	Chanhujo-daro	SEAL:S	Y	R/L	32 31 0 151 740 240 235	235 240 740 151 0 31 32	Bull1:II
71	C-53	Chanhujo-daro	SEAL:S	Y	R/L	32 31 0 740 222 235 2 861	861 2 235 222 740 0 31 32	Bull1
72	C-76	Chanhujo-daro	SEAL:S	Y	R/L	32 31 0 850 32 530 740 741 456	456 741 740 530 32 850 0 31 32	Gaur
73	C-68	Chanhujo-daro	SEAL:S	Y	R/L	32 31 0 740 791 713	713 791 740 0 31 32	Bull1
74	C-58	Chanhujo-daro	SEAL:S	Y	R/L	32 31 0 740 222 235 2 861	861 2 235 222 740 0 31 32	Bull1
75	C-79	Chanhujo-daro	SEAL:S	Y	L/R	32 0 226 32 817	817 32 226 0 32	
76	C-74	Chanhujo-daro	SEAL:S	Y	R/L	125 2 861	861 2 125	Gaur
77	C-51	Chanhujo-daro	SEAL:S	Y	R/L	151 740 100 240	240 100 740 151	Bull1:W
79	C-56	Chanhujo-daro	SEAL:S	Y	R/L	1 368 767	767 368 1	Bull1:I
80	C-61	Chanhujo-daro	SEAL:S	Y	R/L	526 388	388 526	Bull1
81	C-78	Chanhujo-daro	SEAL:S	Y	R/L	740 636 240 0 2 817	817 2 0 240 636 740	
85	C-63	Chanhujo-daro	SEAL:S	Y	R/L	161 55	55 161	Bull1:S
87	C-67	Chanhujo-daro	SEAL:S	Y	R/L	520 233 803 2 817	817 2 803 233 520	Bull1:S
88	C-77	Chanhujo-daro	SEAL:S	Y	R/L	151 690 0 32 31	31 32 0 690 151	T-A-T
89	C-1	Chanhujo-daro	SEAL:S	Y	R/L	31 840 140 740 101 2 365 287 34	34 287 365 2 101 740 140 840 31	Bull1
90	C-2	Chanhujo-daro	SEAL:S	Y	R/L	740 390 590	590 390 740	Bull1:L
91	C-3	Chanhujo-daro	SEAL:S	Y	R/L	740 16 2 920 317	317 920 2 16 740	Bull1:W
92	C-4	Chanhujo-daro	SEAL:S	Y	R/L	520 235 803 2 817	817 2 803 235 520	Bull1:L
93	C-5	Chanhujo-daro	SEAL:S	Y	R/L	740 140 717 2 298 741	741 298 2 717 140 740	Bull1:I
94	C-6	Chanhujo-daro	SEAL:S	Y	R/L	817 521 521 0 90 740 221 2 31 500	500 31 2 221 740 90 0 521 521 817	Bull1:J
96	C-8	Chanhujo-daro	SEAL:S	Y	R/L	740 803 233 741 250 579	579 250 741 233 803 740	Bull1:J
97	C-9	Chanhujo-daro	SEAL:S	Y	R/L	151 233 803 33 705 240	240 705 33 803 233 151	Bull1:J
98	C-10	Chanhujo-daro	SEAL:S	Y	R/L	740 231 220 32 2 817	817 2 32 220 231 740	Bull1:W
99	C-11	Chanhujo-daro	SEAL:S	Y	R/L	590 615 140 0 232 240 1 60 920	920 60 1 240 232 0 140 615 590	Bull1:I
100	C-12	Chanhujo-daro	SEAL:S	Y	R/L	161 390 590 31 740 60 920	920 60 740 31 590 390 161	Bull1:L
103	C-15	Chanhujo-daro	SEAL:S	Y	R/L	740 400 920 31	31 920 400 740	Bull1:W
104	C-16	Chanhujo-daro	SEAL:S	Y	R/L	429 3 741 60 920	920 60 741 3 429	Bull1:L
105	C-17	Chanhujo-daro	SEAL:S	Y	R/L	740 100	100 740	Bull1:I
107	C-20	Chanhujo-daro	SEAL:S	Y	R/L	151 790 31 790 495	495 790 31 790 151	Bull1:I
108	C-21	Chanhujo-daro	SEAL:S	Y	R/L	156 230	230 156	Bull1:II
111	C-24	Chanhujo-daro	SEAL:S	Y	R/L	390 128 702 2 0 226 32 2 1 480 850	850 480 1 2 32 226 0 2 702 128 390	Tigr
113	C-30	Chanhujo-daro	SEAL:S	Y	R/L	822 140 15	15 140 822	
114	C-32	Chanhujo-daro	SEAL:C	Y	R/L	375 400 390 632	632 390 400 375	Bull1:W
123	Dlp-1	Desalpur	SEAL:R	Y	R/L	740 920 320 233 240 1 2 817	817 2 1 240 233 320 920 740	
127		Dholavira	SEAL:S	Y	R/L	151 892 32	32 892 151	Bull1:W
128		Dholavira	SEAL:S	Y	R/L	156 19	19 156	Bull1:S
129		Dholavira	SEAL:S	Y	R/L	93 808	808 93	Bull1:J
130		Dholavira	SEAL:S	Y	R/L	244 165 0 740 879 220 416 803 2 856	856 2 803 416 220 879 740 0 165 244	Bull1:W
131		Dholavira	SEAL:S	Y	R/L	520 460 495	495 460 520	Bull1:S
132		Dholavira	SEAL:S	Y	R/L	740 416 2 861	861 2 416 740	Tigr
133		Dholavira	SEAL:S	Y	R/L	520 460	460 520	
134		Dholavira	SEAL:R	Y	R/L	154 388 717 705	705 717 388 154	
135		Dholavira	SEAL:R	Y	R/L	590 407 790 32	32 790 407 590	
136		Dholavira	SEAL:R	Y	R/L	390 16 2 861	861 2 16 390	
137		Dholavira	SEAL:R	Y	L/R	617 142	142 617	
138		Dholavira	SEAL:R	Y	R/L	520 33 706 233	233 706 33 520	
139		Dholavira	SEAL:R	Y	R/L	740 100 407 590	590 407 100 740	
144		Dholavira	MISC	Y	R/L	798 821 1 480 850 820 388 611 820	820 611 388 820 850 480 1 821 798	
145	Dlv-1	Dholavira	SEAL:S	Y	R/L	151 382 31 2 861	861 2 31 382 151	Bull1:J
149		Farmana	SEAL:S	Y	L/R	240 220	220 240	Bull1
150		Farmana	TAG	Y	R/L	740 760 445	445 760 740	Bull1
151		Farmana	SEAL:S	Y	R/L	220 32	32 220	Buff
153		Farmana	SEAL:S	Y	R/L	390 371	371 390	Bull1:J
157	Grb-1	Gharo Bhiro	SEAL:R	Y	R/L	740 923 838	838 923 740	
158		SI20	SEAL:S	Y	R/L	236 140 893 861	861 893 140 236	Bull1:I
160		Hajar	TAB:I	Y	R/L	617 117	117 617	Gaur
162	H-1189	Harappa	TAB:I	Y	R/L	33 0 0	0 0 33	
170	H-1397	Harappa	MISC	Y	R/L	527 740 914	914 740 527	
173	H-1086	Harappa	POT:T:s	Y	R/L	220 16	16 220	
176	H-1085	Harappa	POT:T:s	Y	R/L	235 33	33 235	
181	H-1422	Harappa	POT:T:g	Y	R/L	740 142	142 740	
198	H-1138	Harappa	TAB:B	Y	R/L	740 603 240 60 692	692 60 240 603 740	
199	H-423	Harappa	SEAL:S	Y	R/L	520 220 240 798 60 692	692 60 798 240 220 520	Bull1
205	H-661	Harappa	SEAL:R	Y	R/L	740 55 806	806 55 740	
212		Harappa	TAB:B	Y	R/L	0 0 0 0	0 0 0 0	
217	H-294	Harappa	TAB:I	Y	R/L	90 740 240 220	220 240 740 90	S590
218	H-1177	Harappa	TAB:I	Y	R/L	0 0 740 519	519 740 0 0	
220	H-1142	Harappa	TAB:B	Y	L/R	400 154 440 220	220 440 154 400	Fish
221	H-1326	Harappa	TAB:I	Y	R/L	520 220 415	415 220 520	Bult
222	H-1354	Harappa	TAB:I	Y	R/L	700 34	34 700	Bult
225		Harappa	TAB:B	Y	R/L	804 740 219	219 740 804	
229	H-1312	Harappa	TAB:I	Y	R/L	740 31 904 1 32	32 1 904 31 740	
232	H-1355	Harappa	TAB:I	Y	L/R	390 35	35 390	Bult
233	H-1047	Harappa	SEAL:S	Y	R/L	405 4 745 905	905 745 4 405	Bull1:W
234		Harappa	TAB:I	Y	L/R	400 156 435 255	255 435 156 400	
236		Harappa	MISC	Y	R/L	60 550	550 60	
237	H-1056	Harappa	SEAL:S	Y	R/L	400 90 740 220 3	3 220 740 90 400	Bull1
240	H-73	Harappa	SEAL:S	Y	R/L	151 231	231 151	Bull1:I
244		Harappa	MISC	Y	R/L	156 384 31 400	400 31 384 156	
246	H-1045	Harappa	SEAL:S	Y	R/L	740 900 5 2 820	820 2 5 900 740	Bull1:U
248	H-1513	Harappa	TAB:I	Y	R/L	740 554	554 740	
249	H-1133	Harappa	TAB:B	Y	R/L	400 892 831	831 892 400	
255	H-1319	Harappa	TAB:I	Y	R/L	400 678	678 400	
257	H-1309	Harappa	TAB:I	Y	L/R	156 176 741 60 920	920 60 741 176 156	
258	H-1121	Harappa	TAB:B	Y	L/R	700 33 711 817 0	0 817 711 33 700	
259	H-1051	Harappa	SEAL:S	Y	R/L	400 740 575 17 920 320 798 2 861	861 2 798 320 920 17 575 740 400	Bull1:I
260		Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
261	H-1052	Harappa	SEAL:S	Y	R/L	503 233 240	240 233 503	Bull1
264	H-1287	Harappa	TAB:I	Y	R/L	400 156 140 32	32 140 156 400	
265	H-1273	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
266	H-1158	Harappa	TAB:I	Y	L/R	400 740 760 605	605 760 740 400	Gavi
268	H-1188	Harappa	TAB:I	Y	R/L	869 0	0 869	
273	H-1102	Harappa	TAB:B	Y	R/L	400 740 382	382 740 400	
274		Harappa	TAB:I	Y	R/L	154 435 255	255 435 154	
280		Harappa	TAB:B	Y	R/L	740 904 240 2 817	817 2 240 904 740	Bull
281	H-1331	Harappa	TAB:I	Y	R/L	400 98	98 400	
282	H-1330	Harappa	TAB:I	Y	R/L	520 220	220 520	
284	H-1030	Harappa	SEAL:S	Y	R/L	90 740 103 2 861	861 2 103 740 90	Bull1:W
288	H-1402	Harappa	POT:T:g	Y	R/L	740 798 820	820 798 740	
290	H-1112	Harappa	TAB:B	Y	R/L	520 0 255	255 0 520	
291		Harappa	TAB:B	Y	R/L	740 407 590 690 436 255 920 318 220 415 803	803 415 220 318 920 255 436 690 590 407 740	Gavi
292	H-1032	Harappa	SEAL:S	Y	R/L	740 100 140 3	3 140 100 740	Bull1:W
293	H-1033	Harappa	SEAL:S	Y	R/L	220 500 520 2 862 32	32 862 2 520 500 220	Bull1:W
294	H-161	Harappa	SEAL:R	Y	R/L	740 760 70 921 315 233	233 315 921 70 760 740	
295	H-1187	Harappa	TAB:I	Y	R/L	740 924	924 740	Bult
297	H-874	Harappa	TAB:B	Y	R/L	400 740 455	455 740 400	
300		Harappa	TAB:B	Y	R/L	700 33 711 335 575 413	413 575 335 711 33 700	
303	H-1043	Harappa	SEAL:S	Y	R/L	151 760 220 3 2 861	861 2 3 220 760 151	Bull1:W
306	H-1080	Harappa	SEAL:R	Y	R/L	740 100 176	176 100 740	
308		Harappa	TAB:I	Y	R/L	0 220	220 0	
309		Harappa	TAB:I	Y	L/R	740 785 4	4 785 740	Pipal
310	H-911	Harappa	TAB:I	Y	R/L	416 590 33	33 590 416	
311	H-1192	Harappa	TAB:I	Y	R/L	400 740 767 220 416	416 220 767 740 400	
313	H-1123	Harappa	TAB:B	Y	R/L	525 550 220	220 550 525	
315	H-1517	Harappa	ROD	Y	R/L	405 5 2	2 5 405	
316		Harappa	TAB:B	Y	R/L	740 904 240	240 904 740	
317	H-1321	Harappa	TAB:B	Y	R/L	400 226 32	32 226 400	
318	H-1028	Harappa	SEAL:S	Y	R/L	220 16	16 220	Bull1:W
319	H-1077	Harappa	SEAL:R	Y	R/L	400 255 400 165 900 1	1 900 165 400 255 400	
321		Unknown	SEAL:S	Y	R/L	90 740 103 741 66	66 741 103 740 90	Bull1:J
322	H-1027	Harappa	SEAL:S	Y	R/L	520 33 706 231 415 803	803 415 231 706 33 520	Bull1:W
370	H-2016	Harappa	TAB:B	Y	R/L	700 32 740 335 575 413	413 575 335 740 32 700	
371	H-1771	Harappa	TAB:B	Y	L/R	740 31 1 140	140 1 31 740	Goat:4
373	H-1924	Harappa	TAB:B	Y	R/L	550 3 435	435 3 550	
375	H-1881	Harappa	TAB:B	Y	R/L	415 700 33 171	171 33 700 415	
378	H-1776	Harappa	TAB:B	Y	R/L	740 390 590 60 550	550 60 590 390 740	Elep
379	H-1996	Harappa	TAB:B	Y	R/L	405 5	5 405	
382	H-1894	Harappa	TAB:B	Y	R/L	400 740 61 140	140 61 740 400	
383	H-1773	Harappa	TAB:B	Y	L/R	740 31 1 140	140 1 31 740	Goat:4
386	H-1853	Harappa	TAB:B	Y	R/L	400 617 829	829 617 400	
388	H-1874	Harappa	TAB:B	Y	R/L	2 220 455 0	0 455 220 2	
390	H-2063	Harappa	TAB:I	Y	R/L	400 156 435 255	255 435 156 400	
392	H-1858	Harappa	TAB:B	Y	R/L	400 137	137 400	
393	H-1981	Harappa	TAB:B	Y	R/L	0 4 745 590	590 745 4 0	Tri4
394	H-1987	Harappa	TAB:B	Y	R/L	390 4 455 371 741 590	590 741 371 455 4 390	
396	H-1877	Harappa	TAB:B	Y	R/L	400 775 516	516 775 400	
397	H-2141	Harappa	TAB:I	Y	R/L	565 740 176 231	231 176 740 565	
400	H-1772	Harappa	TAB:B	Y	R/L	740 31 1 140	140 1 31 740	Goat:4
401	H-2003	Harappa	TAB:B	Y	R/L	390 4 2 817	817 2 4 390	Mult
403	H-1920	Harappa	TAB:B	Y	R/L	740 515 126	126 515 740	
405	H-2192	Harappa	TAB:I	Y	R/L	740 630 240 33 171	171 33 240 630 740	
406	H-1895	Harappa	TAB:B	Y	L/R	400 740 100 240	240 100 740 400	
407	H-2213	Harappa	TAB:I	Y	R/L	740 760 840 799	799 840 760 740	
409	H-1942	Harappa	TAB:B	Y	R/L	405 35 2 861	861 2 35 405	Bult
410	H-1897	Harappa	TAB:B	Y	R/L	400 740 904 240	240 904 740 400	
411	H-1865	Harappa	TAB:B	Y	R/L	740 702 61 2 0	0 2 61 702 740	
414	H-1915	Harappa	TAB:B	Y	R/L	32 920 491	491 920 32	
415	H-1832	Harappa	TAB:B	Y	R/L	400 297 352 892 590 740 176	176 740 590 892 352 297 400	
416	H-2035	Harappa	TAB:I	Y	R/L	220 233	233 220	Gavi
417	H-1957	Harappa	TAB:B	Y	R/L	400 90	90 400	Mult
418	H-2140	Harappa	TAB:I	Y	R/L	565 740 176 231	231 176 740 565	
419	H-1898	Harappa	TAB:B	Y	R/L	400 368 741	741 368 400	
420	H-2174	Harappa	TAB:I	Y	R/L	90 100 415 717	717 415 100 90	Fish
422	H-1943	Harappa	TAB:B	Y	R/L	740 384 31	31 384 740	Bult
423	H-1997	Harappa	TAB:B	Y	R/L	400 740 176 235	235 176 740 400	Mult
424	H-1845	Harappa	TAB:B	Y	R/L	740 636 240 60 692	692 60 240 636 740	
425	H-2125	Harappa	TAB:I	Y	R/L	740 143 67	67 143 740	
426	H-1714	Harappa	SEAL:R	Y	R/L	407 790 32	32 790 407	
427	H-1854	Harappa	TAB:B	Y	R/L	400 740 717	717 740 400	
430	H-1673	Harappa	SEAL:S	Y	R/L	405 4 104	104 4 405	Bull1:W
433	H-1905	Harappa	TAB:B	Y	L/R	700 33	33 700	
434	H-2570	Harappa	ROD	Y	R/L	700 34 1	1 34 700	
437	H-1912	Harappa	TAB:B	Y	L/R	520 240	240 520	
448	H-1967	Harappa	TAB:B	Y	R/L	382 760 382 2 820	820 2 382 760 382	Mult
453	H-1909	Harappa	TAB:B	Y	R/L	740 817 491	491 817 740	
454	H-1778	Harappa	TAB:B	Y	R/L	740 817 491	491 817 740	Gavi
455	H-2076	Harappa	TAB:I	Y	L/R	740 760 240	240 760 740	
458	H-1940	Harappa	TAB:B	Y	L/R	400 740 67 100	100 67 740 400	Bult
459	H-1991	Harappa	TAB:B	Y	R/L	740 100 415	415 100 740	
461	H-1919	Harappa	TAB:B	Y	R/L	740 892	892 740	
463	H-1827	Harappa	TAB:B	Y	R/L	400 740 176	176 740 400	
464	H-585	Harappa	SEAL:S	Y	R/L	390 3	3 390	Zebu
466	H-1882	Harappa	TAB:B	Y	R/L	861 3	3 861	
467	H-1825	Harappa	TAB:B	Y	L/R	740 176 220	220 176 740	
468	H-1876	Harappa	TAB:B	Y	R/L	400 775 516	516 775 400	
469	H-2077	Harappa	TAB:I	Y	L/R	740 760 240	240 760 740	
470	H-2215	Harappa	TAB:I	Y	R/L	0	0	
472	H-2084	Harappa	TAB:I	Y	R/L	824 892 413	413 892 824	
476	H-2094	Harappa	TAB:I	Y	R/L	2 861 416	416 861 2	
479	H-1669	Harappa	SEAL:S	Y	R/L	520 220 415 60 920	920 60 415 220 520	Bull1:W
480	H-1850	Harappa	TAB:B	Y	R/L	400 740 760 382	382 760 740 400	
481	H-2148	Harappa	TAB:I	Y	R/L	110	110	
484	H-2246	Harappa	TAB:I	Y	R/L	740 760 840 799	799 840 760 740	Bult
485	H-1953	Harappa	TAB:B	Y	R/L	520 220 415 240 803	803 240 415 220 520	Zebu
488	H-2097	Harappa	TAB:I	Y	R/L	2 861 416	416 861 2	
489	H-2210	Harappa	TAB:I	Y	R/L	390 3	3 390	Bult
490	H-2184	Harappa	TAB:I	Y	R/L	400 740 32 15	15 32 740 400	
491	H-2127	Harappa	TAB:I	Y	R/L	504 350 741 60 920	920 60 741 350 504	
494	H-741	Harappa	TAB:B	Y	R/L	400 740 100 176 175	175 176 100 740 400	
497	H-1836	Harappa	TAB:B	Y	R/L	400 740 0 792	792 0 740 400	
498	H-1921	Harappa	TAB:B	Y	R/L	0 740 233 240	240 233 740 0	
499	H-1862	Harappa	TAB:B	Y	L/R	700 33 400 740 388	388 740 400 33 700	
501	H-2576	Harappa	BNGL	Y	R/L	534 556	556 534	
502	H-1664	Harappa	SEAL:S	Y	R/L	405 3	3 405	Bull1:W
504	H-1932	Harappa	TAB:B	Y	R/L	400 740 0 832 0	0 832 0 740 400	Gavi
506	H-1867	Harappa	TAB:B	Y	R/L	151 740 221	221 740 151	
508	H-1869	Harappa	TAB:B	Y	R/L	151 740 222	222 740 151	
509	H-1868	Harappa	TAB:B	Y	R/L	151 740 222	222 740 151	
510	H-1916	Harappa	TAB:B	Y	R/L	520 70 255 832	832 255 70 520	
513	H-1671	Harappa	SEAL:S	Y	R/L	740 61 2 455 420 32	32 420 455 2 61 740	Bull1:S
515	H-1908	Harappa	TAB:B	Y	R/L	520 240	240 520	
516	H-1938	Harappa	TAB:B	Y	R/L	740 690 435 255	255 435 690 740	Bult
518	H-2095	Harappa	TAB:I	Y	R/L	2 861 416	416 861 2	
519	H-2186	Harappa	TAB:I	Y	R/L	390 4 155 390	390 155 4 390	
520	H-2034	Harappa	TAB:I	Y	R/L	400 98	98 400	Goat
526	H-1770	Harappa	TAB:B	Y	R/L	400 520 233	233 520 400	Gaur
530	H-1677	Harappa	SEAL:S	Y	R/L	156 140	140 156	Bull1
532	H-2069	Harappa	TAB:I	Y	R/L	700 34 400 525 550	550 525 400 34 700	
533	H-2175	Harappa	TAB:I	Y	R/L	90 740 101 31	31 101 740 90	Fish
534	H-2036	Harappa	TAB:I	Y	R/L	400 740 637	637 740 400	Gavi
535	H-1977	Harappa	TAB:B	Y	R/L	740 32 840	840 32 740	Mult
537	H-1692	Harappa	SEAL:S	Y	R/L	740 390 590 2 861	861 2 590 390 740	
542		Harappa	POT:T:g	Y	R/L	111 33	33 111	
544	H-2115	Harappa	TAB:I	Y	R/L	400 740 32 28	28 32 740 400	
548	H-1931	Harappa	TAB:B	Y	R/L	400 740 176 791	791 176 740 400	Gavi
549	H-2208	Harappa	TAB:I	Y	R/L	400 740 32 27	27 32 740 400	Fish
550	H-1822	Harappa	TAB:B	Y	R/L	400 740 176 519	519 176 740 400	
552	H-1767	Harappa	TAB:B	Y	R/L	617 550 3	3 550 617	Zebu
554	H-1906	Harappa	TAB:B	Y	R/L	400 90 740 400 90	90 400 740 90 400	
556	H-1939	Harappa	TAB:B	Y	R/L	400 740 141	141 740 400	Bult
557	H-1855	Harappa	TAB:B	Y	R/L	400 153 118	118 153 400	
559	H-1834	Harappa	TAB:B	Y	R/L	298 350 892 590	590 892 350 298	
560	H-1873	Harappa	TAB:B	Y	R/L	400 236 233	233 236 400	
567	H-1923	Harappa	TAB:B	Y	R/L	400 740 32 840	840 32 740 400	
569	H-1922	Harappa	TAB:B	Y	R/L	400 740 275 320 235 240 798	798 240 235 320 275 740 400	
570	H-1797	Harappa	TAB:B	Y	L/R	740 690 435 255 55	55 255 435 690 740	Bult
574	H-2055	Harappa	TAB:I	Y	R/L	90 740 240 235	235 240 740 90	S590
578	H-2197	Harappa	TAB:I	Y	R/L	400 90 740 100 390 231	231 390 100 740 90 400	
581	H-1990	Harappa	TAB:B	Y	R/L	700 33 711 335 575 413	413 575 335 711 33 700	
585	H-1954	Harappa	TAB:B	Y	R/L	400 740 176	176 740 400	Bull
589	H-2128	Harappa	TAB:I	Y	R/L	504 350 741 60 920	920 60 741 350 504	
592	H-1999	Harappa	TAB:B	Y	R/L	400 154 806 467	467 806 154 400	Mult
593	H-1839	Harappa	TAB:B	Y	R/L	740 100 175 630 705	705 630 175 100 740	
594	H-2022	Harappa	TAB:B	Y	R/L	740 752 175 2 861	861 2 175 752 740	Phyt
596	H-2139	Harappa	TAB:I	Y	R/L	740 176 33 705 235	235 705 33 176 740	
597	H-2039	Harappa	TAB:I	Y	R/L	740 690 436 255	255 436 690 740	Fish
598	H-1859	Harappa	TAB:B	Y	R/L	400 137	137 400	
599	H-1864	Harappa	TAB:B	Y	R/L	740 142 62 2 817	817 2 62 142 740	
601	H-2021	Harappa	TAB:B	Y	R/L	740 752 460 495 240 415	415 240 495 460 752 740	Phyt
603	H-1732	Harappa	POT:T:s	Y	R/L	158 805 480	480 805 158	
609		Harappa	POT:T:g	Y	R/L	34 705	705 34	
613		Harappa	POT:T:g	Y	R/L	520 235	235 520	
621		Harappa	TAB:I	Y	R/L	700 34	34 700	
622	H-1709	Harappa	SEAL:R	Y	R/L	158 838 470	470 838 158	
623	H-1706	Harappa	SEAL:R	Y	R/L	405 3 2 293 360	360 293 2 3 405	
624	H-1817	Harappa	TAB:B	Y	R/L	400 525 554	554 525 400	
625	H-1745	Harappa	POT:T:s	Y	R/L	3 408	408 3	
626	H-1662	Harappa	SEAL:S	Y	R/L	33 33 0 740 142 61 140 2 546	546 2 140 61 142 740 0 33 33	Bull1:W
627	H-1917	Harappa	TAB:B	Y	R/L	400 151 97	97 151 400	
628	H-1899	Harappa	TAB:B	Y	R/L	520 33 33	33 33 520	
630	H-2207	Harappa	TAB:I	Y	R/L	400 740 32 27	27 32 740 400	Fish
631	H-1842	Harappa	TAB:B	Y	R/L	740 690 435 176 233 803	803 233 176 435 690 740	
632	H-2193	Harappa	TAB:I	Y	R/L	0 740 242 235	235 242 740 0	
634	H-1680	Harappa	SEAL:S	Y	R/L	390 3 2 820	820 2 3 390	Bull1:W
635	H-1814	Harappa	TAB:B	Y	R/L	740 33 711 335 575 413	413 575 335 711 33 740	
637	H-1860	Harappa	TAB:B	Y	R/L	400 97	97 400	
638	H-2209	Harappa	TAB:I	Y	R/L	400 740 32 25	25 32 740 400	Fish
640	H-2108	Harappa	TAB:I	Y	R/L	400 740 32 14	14 32 740 400	
643	H-2198	Harappa	TAB:I	Y	R/L	700 32	32 700	
644	H-1956	Harappa	TAB:B	Y	R/L	400 137	137 400	Mult
646	H-1824	Harappa	TAB:B	Y	R/L	740 176 31 60 201	201 60 31 176 740	
647	H-2062	Harappa	TAB:I	Y	R/L	868 705 590	590 705 868	
649	H-1823	Harappa	TAB:B	Y	R/L	400 740 798 365 415 1	1 415 365 798 740 400	
652	H-1841	Harappa	TAB:B	Y	R/L	740 540 204 255	255 204 540 740	
653	H-1813	Harappa	TAB:B	Y	R/L	700 33 711 335 575 413	413 575 335 711 33 700	
654	H-1863	Harappa	TAB:B	Y	L/R	368 91	91 368	
658	H-1946	Harappa	TAB:B	Y	R/L	700 125	125 700	
659	H-2204	Harappa	TAB:I	Y	R/L	400 740 32 27	27 32 740 400	Fish
662	H-1951	Harappa	TAB:B	Y	R/L	617 550 3 790	790 3 550 617	Mult
664	H-1975	Harappa	TAB:B	Y	R/L	740 760 61 60 692	692 60 61 760 740	Scene
665	H-2096	Harappa	TAB:I	Y	R/L	2 861 416	416 861 2	
666	H-2054	Harappa	TAB:I	Y	R/L	90 740 240 235	235 240 740 90	S590
668	H-1672	Harappa	SEAL:S	Y	R/L	740 400 142 61 33	33 61 142 400 740	Bull1:W
670	H-1891	Harappa	TAB:B	Y	R/L	700 3	3 700	
671	H-2066	Harappa	TAB:I	Y	R/L	400 156 435 255	255 435 156 400	
672	H-2214	Harappa	TAB:I	Y	R/L	876 32 578 415	415 578 32 876	
