sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
1348	H-326	Harappa	TAB:I	Y	R/L	740 840 13	13 840 740	
1349	H-327	Harappa	TAB:I	Y	R/L	156 0 0	0 0 156	
1350	H-328	Harappa	TAB:I	Y	R/L	400 741 717 235	235 717 741 400	
1351	H-329	Harappa	TAB:I	Y	R/L	520 220	220 520	
1353	H-331	Harappa	TAB:I	Y	R/L	400 892 829	829 892 400	
1355	H-334	Harappa	TAB:I	Y	R/L	400 892 829	829 892 400	
1356	H-335	Harappa	TAB:I	Y	R/L	390 34	34 390	
1361	H-340	Harappa	TAB:I	Y	R/L	13 840 32 626 0	0 626 32 840 13	
1362	H-341	Harappa	TAB:I	Y	R/L	400 740 336 176	176 336 740 400	
1363	H-343	Harappa	TAB:I	Y	R/L	740 861 877	877 861 740	
1364	H-344	Harappa	TAB:I	Y	R/L	526 550 220	220 550 526	
1365	H-345	Harappa	TAB:I	Y	R/L	700 33	33 700	
1366	H-346	Harappa	TAB:I	Y	R/L	520 220 415	415 220 520	
1367	H-347	Harappa	TAB:I	Y	R/L	400 98	98 400	
1369	H-350	Harappa	TAB:I	Y	R/L	740 690 639 240	240 639 690 740	Fish
1370	H-351	Harappa	TAB:I	Y	R/L	400 740 32 60 13	13 60 32 740 400	
1371	H-352	Harappa	SEAL:R	Y	R/L	400 740 176	176 740 400	Bult
1372	H-353	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	Bult
1373	H-354	Harappa	SEAL:R	Y	R/L	400 740 176	176 740 400	Bult
1374	H-355	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1375	H-356	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	Bult
1376	H-357	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	Bult
1378	H-359	Harappa	TAB:I	Y	R/L	526 550 220	220 550 526	Bult
1379	H-360	Harappa	TAB:I	Y	R/L	740 636 240 60 692	692 60 240 636 740	Bult
1380	H-361	Harappa	TAB:I	Y	R/L	740 0 0 0	0 0 0 740	Bult
1381	H-362	Harappa	TAB:I	Y	R/L	740 760 797	797 760 740	Bult
1382	H-363	Harappa	TAB:I	Y	R/L	565 741 263	263 741 565	Mult
1383	H-364	Harappa	TAB:I	Y	R/L	520 220 415	415 220 520	Fish
1385	H-366	Harappa	TAB:I	Y	R/L	154 3	3 154	Fish
1387	H-368	Harappa	SEAL:CY	Y	R/L	400 156 384 31	31 384 156 400	
1388	H-369	Harappa	SEAL:CY	Y	R/L	368 33 705 31 741 390 741	741 390 741 31 705 33 368	
1390	H-371	Harappa	POT:T:g	Y	L/R	700 36	36 700	
1391	H-372	Harappa	POT:T:g	Y	R/L	700 33	33 700	
1396	H-380	Harappa	IMPL	Y	R/L	930 632 920	920 632 930	
1397	H-381	Harappa	IMPL	Y	R/L	930 632	632 930	
1400	H-386	Harappa	SEAL:S	Y	R/L	527 555 740 55 240 415 798 60 201	201 60 798 415 240 55 740 555 527	Bull1:W
1401	H-388	Harappa	SEAL:S	Y	R/L	520 33 706 231 806 2 817	817 2 806 231 706 33 520	Bull1:W
1402	H-389	Harappa	SEAL:S	Y	R/L	740 405 590 235 2 31 480 625	625 480 31 2 235 590 405 740	Bull1:W
1404	H-391	Harappa	SEAL:S	Y	R/L	740 31 504 235 60 920	920 60 235 504 31 740	Bull1:I
1410	H-405	Harappa	SEAL:S	Y	R/L	236 806 2 863	863 2 806 236	Bull1:W
1412	H-407	Harappa	SEAL:S	Y	R/L	390 3 2 817	817 2 3 390	Bull1:W
1413	H-408	Harappa	SEAL:S	Y	R/L	740 176 240 2 702 503	503 702 2 240 176 740	Bull1:W
1414	H-410	Harappa	SEAL:S	Y	R/L	368 840 830 2 861	861 2 830 840 368	Bull1:L
1415	H-411	Harappa	SEAL:S	Y	R/L	740 440 240 1 820	820 1 240 440 740	Bull1:J
1416	H-412	Harappa	SEAL:S	Y	R/L	161 233 220 32 741 831	831 741 32 220 233 161	Bull1:I
1422	H-420	Harappa	SEAL:S	Y	R/L	407 4 1 740 443 388 140	140 388 443 740 1 4 407	Bull1:W
1423	H-421	Harappa	SEAL:S	Y	R/L	679 740 240 60 550	550 60 240 740 679	Bull1:W
1430	H-440	Harappa	SEAL:S	Y	R/L	90 740 240 31	31 240 740 90	Bull1:W
1431	H-441	Harappa	SEAL:S	Y	R/L	740 337 484	484 337 740	Bull1:W
1434	H-444	Harappa	SEAL:S	Y	R/L	241 220 32 2 861	861 2 32 220 241	Bull1:W
1436	H-446	Harappa	SEAL:S	Y	R/L	740 585 798 2 861 216	216 861 2 798 585 740	Bull1:J
1439	H-449	Harappa	SEAL:S	Y	R/L	740 390 590 240 741 390 728	728 390 741 240 590 390 740	Bull1:W
1440	H-450	Harappa	SEAL:S	Y	R/L	740 100 240 741 702 900 3	3 900 702 741 240 100 740	Bull1:J
1441	H-451	Harappa	SEAL:S	Y	R/L	740 400 142 61	61 142 400 740	Bull1:W
1442	H-452	Harappa	SEAL:S	Y	R/L	740 266	266 740	Bull1:L
1444	H-454	Harappa	SEAL:S	Y	R/L	740 390 590 742 700	700 742 590 390 740	Bull1:J
1445	H-455	Harappa	SEAL:S	Y	R/L	520 33 705 2 172 32	32 172 2 705 33 520	Bull1:J
1446	H-456	Harappa	SEAL:S	Y	R/L	520 33 706 2 817 808	808 817 2 706 33 520	Bull1:I
1447	H-457	Harappa	SEAL:S	Y	R/L	740 798 3 2 416	416 2 3 798 740	Bull1:J
1448	H-458	Harappa	SEAL:S	Y	R/L	368 861 575	575 861 368	Bull1:I
1449	H-459	Harappa	SEAL:S	Y	R/L	527 555 231 2 817	817 2 231 555 527	Bull1:T
1456	H-468	Harappa	SEAL:S	Y	R/L	740 900 3 2 940 705	705 940 2 3 900 740	Bull1:J
1457	H-469	Harappa	SEAL:S	Y	R/L	740 760 840 13	13 840 760 740	Bull1:J
1459	H-472	Harappa	SEAL:S	Y	R/L	740 585 900 2 2 820	820 2 2 900 585 740	Bull1
1460	H-473	Harappa	SEAL:S	Y	R/L	861 576 545	545 576 861	Bull1:W
1461	H-474	Harappa	SEAL:S	Y	R/L	740 900 482 484 900	900 484 482 900 740	Bull1:W
1462	H-475	Harappa	SEAL:S	Y	R/L	740 416	416 740	Bull1:W
1465	H-477	Harappa	SEAL:S	Y	R/L	138 1 595 752 455	455 752 595 1 138	Bull1:W
1466	H-478	Harappa	SEAL:S	Y	R/L	740 770 235 2 817	817 2 235 770 740	Bull1:W
1467	H-479	Harappa	SEAL:S	Y	R/L	740 405 590 790	790 590 405 740	Bull1:W
1471	H-483	Harappa	SEAL:S	Y	R/L	740 32 840 233 60 550	550 60 233 840 32 740	Bull1
1478	H-499	Harappa	SEAL:S	Y	R/L	156 3	3 156	Bull1:S
1479	H-501	Harappa	SEAL:S	Y	R/L	520 233 803 2 817	817 2 803 233 520	Bull1
1480	H-502	Harappa	SEAL:S	Y	R/L	90 740 220 32	32 220 740 90	Bull1:J
1481	H-503	Harappa	SEAL:S	Y	R/L	520 175	175 520	Bull1:J
1483	H-505	Harappa	SEAL:S	Y	R/L	527 140	140 527	Bull1:I
1484	H-506	Harappa	SEAL:S	Y	R/L	294 350 595 820 2 820	820 2 820 595 350 294	Bull1:I
1487	H-510	Harappa	SEAL:S	Y	R/L	740 390 590 60 795	795 60 590 390 740	Bull1:I
1488	H-511	Harappa	SEAL:S	Y	R/L	390 871	871 390	Bull1:I
1489	H-512	Harappa	SEAL:S	Y	R/L	740 900 5	5 900 740	Bull1:I
1490	H-513	Harappa	SEAL:S	Y	R/L	111 833 528	528 833 111	Bull1:U
1491	H-514	Harappa	SEAL:S	Y	R/L	151 220 16 2 820	820 2 16 220 151	Bull1:W
1492	H-515	Harappa	SEAL:S	Y	R/L	740 798 460 350 741 590 32	32 590 741 350 460 798 740	Bull1:S
1493	H-516	Harappa	SEAL:S	Y	R/L	156 31	31 156	Bull1:I
1495	H-518	Harappa	SEAL:S	Y	R/L	407 4	4 407	Bull1:W
1496	H-519	Harappa	SEAL:S	Y	R/L	740 904 33 741 700	700 741 33 904 740	Bull1:L
1497	H-521	Harappa	SEAL:S	Y	R/L	740 61	61 740	Bull1
1501	H-530	Harappa	SEAL:S	Y	R/L	520 400 350 31	31 350 400 520	Bull1
1510	H-550	Harappa	SEAL:S	Y	R/L	520 33 706 31	31 706 33 520	
1518	H-565	Harappa	SEAL:S	Y	R/L	90 740 35 171 61	61 171 35 740 90	
1530	H-580	Harappa	SEAL:S	Y	R/L	740 269 511 60 690	690 60 511 269 740	Gaur
1532	H-584	Harappa	SEAL:S	Y	R/L	400 137	137 400	Gaur
1533	H-586	Harappa	SEAL:S	Y	R/L	740 877 32	32 877 740	Zebu
1534	H-589	Harappa	SEAL:S	Y	R/L	740 900 5 33	33 5 900 740	Buff
1535	H-591	Harappa	SEAL:S	Y	R/L	400 221 31 741	741 31 221 400	Elep
1536	H-592	Harappa	SEAL:S	Y	R/L	740 575 17 220 415 803	803 415 220 17 575 740	Gaur
1539	H-596	Harappa	SEAL:S	Y	L/R	390 3	3 390	
1540	H-597	Harappa	SEAL:S	Y	R/L	740 390 590 70 32 2 861	861 2 32 70 590 390 740	Bull1:J
1543	H-600	Harappa	SEAL:S	Y	R/L	2 368 260	260 368 2	Bull1:I
1544	H-601	Harappa	SEAL:S	Y	R/L	740 717 233 220 32	32 220 233 717 740	Bull1
1548	H-608	Harappa	SEAL:S	Y	R/L	530 0 140 220	220 140 0 530	
1551	H-611	Harappa	SEAL:S	Y	R/L	527 550 2 125 590	590 125 2 550 527	
1552	H-612	Harappa	SEAL:S	Y	R/L	740 892 590 893 1 615	615 1 893 590 892 740	Bull1:L
1557	H-642	Harappa	SEAL:R	Y	R/L	1 304 354 125 812 33	33 812 125 354 304 1	
1560	H-645	Harappa	SEAL:R	Y	R/L	595 632 740 550	550 740 632 595	
1564	H-649	Harappa	SEAL:R	Y	R/L	520 33 705 233 240 806 2 820	820 2 806 240 233 705 33 520	
1569	H-654	Harappa	SEAL:R	Y	R/L	405 61 740 806	806 740 61 405	
1574	H-659	Harappa	SEAL:R	Y	R/L	407 845 140 740 233 240 798 365 263	263 365 798 240 233 740 140 845 407	
1575	H-660	Harappa	SEAL:R	Y	R/L	520 95 33 706 240 798	798 240 706 33 95 520	
1576		Dholavira	SEAL:S	Y	R/L	740 590 17	17 590 740	Bull1
1580	H-665	Harappa	SEAL:R	Y	R/L	407 4 60 692	692 60 4 407	
1581	H-666	Harappa	SEAL:R	Y	R/L	740 7 503 626 484	484 626 503 7 740	
1583	H-668	Harappa	SEAL:R	Y	R/L	790 740	740 790	
1584	H-669	Harappa	SEAL:R	Y	R/L	740 220 32	32 220 740	
1585	H-670	Harappa	SEAL:R	Y	R/L	154 806 468	468 806 154	
1586	H-679	Harappa	SEAL:R	Y	R/L	565 806	806 565	
1587	H-680	Harappa	SEAL:R	Y	R/L	527 554 104	104 554 527	
1588	H-681	Harappa	SEAL:R	Y	R/L	154 806 468	468 806 154	
1594	H-688	Harappa	SEAL	Y	R/L	140 820	820 140	
1599	H-694	Harappa	TAB:B	Y	R/L	740 390 590 235 368 806	806 368 235 590 390 740	Bull1:S
1600	H-695	Harappa	TAB:B	Y	R/L	740 390 590 235 368 806	806 368 235 590 390 740	Bull1:S
1601	H-696	Harappa	TAB:B	Y	R/L	740 176	176 740	Bull1
1602	H-697	Harappa	TAB:B	Y	R/L	740 904 240 2 817	817 2 240 904 740	Bull2
1603	H-698	Harappa	TAB:B	Y	R/L	400 520 233	233 520 400	Gaur
1604	H-699	Harappa	TAB:B	Y	R/L	740 176 798 231	231 798 176 740	Zebu
1605	H-700	Harappa	TAB:B	Y	R/L	740 176 798 231	231 798 176 740	Zebu
1607	H-702	Harappa	TAB:B	Y	R/L	137 2 820	820 2 137	Mult
1608	H-703	Harappa	TAB:B	Y	R/L	435 255 55	55 255 435	Bull
1610	H-705	Harappa	TAB:B	Y	R/L	712 840 400 740 440	440 740 400 840 712	Gavi
1611	H-706	Harappa	TAB:B	Y	R/L	700 33 137 2 820	820 2 137 33 700	Gavi
1614	H-709	Harappa	TAB:B	Y	R/L	400 740 16 503	503 16 740 400	Gavi
1615	H-710	Harappa	TAB:B	Y	R/L	400 740 16 503	503 16 740 400	Gavi
1619	H-715	Harappa	TAB:B	Y	R/L	526 550 60 820	820 60 550 526	T-A-T
1620	H-717	Harappa	TAB:B	Y	R/L	705 904	904 705	
1621	H-718	Harappa	TAB:B	Y	R/L	1 480 165 900	900 165 480 1	Phyt
1622	H-719	Harappa	TAB:B	Y	R/L	405 4 2 861	861 2 4 405	Phyt
1623	H-720	Harappa	TAB:B	Y	R/L	740 794	794 740	Phyt
1625	H-723	Harappa	TAB:B	Y	R/L	740 32 840	840 32 740	Phyt
1626	H-724	Harappa	TAB:B	Y	R/L	158 806 465	465 806 158	Phyt
1628	H-726	Harappa	TAB:B	Y	R/L	158 806 465	465 806 158	Phyt
1630	H-728	Harappa	TAB:B	Y	R/L	740 798 460 15	15 460 798 740	Phyt
1631	H-729	Harappa	TAB:B	Y	R/L	740 798 460 354	354 460 798 740	Phyt
1633	H-734	Harappa	TAB:B	Y	R/L	740 390 590 240	240 590 390 740	
1636	H-742	Harappa	TAB:B	Y	R/L	400 740 100 176 175	175 176 100 740 400	
1637	H-743	Harappa	TAB:B	Y	R/L	740 752 482 240	240 482 752 740	
1639	H-745	Harappa	TAB:B	Y	R/L	482 240	240 482	
1641	H-748	Harappa	TAB:B	Y	R/L	400 740 220 415 798	798 415 220 740 400	
1643	H-750	Harappa	TAB:B	Y	R/L	400 740 405 590 235 806	806 235 590 405 740 400	
1644	H-751	Harappa	TAB:B	Y	R/L	400 740 405 590 235 806	806 235 590 405 740 400	
1645	H-752	Harappa	TAB:B	Y	R/L	400 740 405 590 235 806	806 235 590 405 740 400	
1646	H-753	Harappa	TAB:B	Y	R/L	400 740 405 590 235 806	806 235 590 405 740 400	
1647	H-754	Harappa	TAB:B	Y	R/L	400 740 405 590 235 806	806 235 590 405 740 400	
1649	H-756	Harappa	TAB:B	Y	R/L	407 5 741 500 561	561 500 741 5 407	
1650	H-757	Harappa	TAB:B	Y	R/L	740 100 440	440 100 740	
1651	H-758	Harappa	TAB:B	Y	R/L	740 100 440	440 100 740	
1653	H-761	Harappa	TAB:B	Y	R/L	400 154 440 220	220 440 154 400	
1658	H-766	Harappa	TAB:B	Y	R/L	65 826	826 65	
1659	H-767	Harappa	TAB:B	Y	R/L	400 740 220 415 798	798 415 220 740 400	
1660	H-768	Harappa	TAB:B	Y	R/L	400 740 33 705 233 235 0	0 235 233 705 33 740 400	
1662	H-770	Harappa	TAB:B	Y	R/L	151 840 416	416 840 151	
1663	H-771	Harappa	TAB:B	Y	R/L	32 257 840	840 257 32	
1665	H-773	Harappa	TAB:B	Y	R/L	740 798 803 2 390 530 741	741 530 390 2 803 798 740	
1666	H-774	Harappa	TAB:B	Y	R/L	700 33 711 335 575 413	413 575 335 711 33 700	
1667	H-776	Harappa	TAB:B	Y	R/L	740 803 741 31 32 716	716 32 31 741 803 740	
1668	H-777	Harappa	TAB:B	Y	R/L	390 4 104	104 4 390	
1669	H-778	Harappa	TAB:B	Y	R/L	390 4 817	817 4 390	
1670	H-779	Harappa	TAB:B	Y	R/L	0 0 740 233 240	240 233 740 0 0	
1671	H-780	Harappa	TAB:B	Y	R/L	740 400 142 61	61 142 400 740	
1672	H-781	Harappa	TAB:B	Y	R/L	740 904 240	240 904 740	
1674	H-783	Harappa	TAB:B	Y	R/L	400 740 690 0	0 690 740 400	
1676	H-785	Harappa	TAB:B	Y	R/L	740 255 0	0 255 740	
1677	H-786	Harappa	TAB:B	Y	R/L	520 220 415	415 220 520	
1678	H-787	Harappa	TAB:B	Y	L/R	400 740 176 700 33	33 700 176 740 400	
1679	H-788	Harappa	TAB:B	Y	R/L	740 255 0	0 255 740	
1680	H-789	Harappa	TAB:B	Y	R/L	400 520 220 16	16 220 520 400	
1681	H-790	Harappa	TAB:B	Y	R/L	400 740 384 33	33 384 740 400	
1683	H-792	Harappa	TAB:B	Y	R/L	400 154 896	896 154 400	
1684	H-793	Harappa	TAB:B	Y	R/L	400 154 896	896 154 400	
1685	H-794	Harappa	TAB:B	Y	R/L	400 232 235	235 232 400	
1686	H-795	Harappa	TAB:B	Y	R/L	442 0 220 0	0 220 0 442	
1687	H-796	Harappa	TAB:B	Y	R/L	455 370	370 455	
1689	H-798	Harappa	TAB:B	Y	R/L	158 792	792 158	
1690	H-799	Harappa	TAB:B	Y	R/L	32 820 100 415	415 100 820 32	
1691	H-800	Harappa	TAB:B	Y	R/L	740 337 692 490	490 692 337 740	
1692	H-801	Harappa	TAB:B	Y	R/L	415 35 171	171 35 415	
1693	H-802	Harappa	TAB:B	Y	R/L	400 740 337 0	0 337 740 400	
1695	H-806	Harappa	TAB:B	Y	R/L	740 176 220 235	235 220 176 740	
1696	H-807	Harappa	TAB:B	Y	R/L	740 176 220 235	235 220 176 740	
1697	H-808	Harappa	TAB:B	Y	R/L	740 176 220 235	235 220 176 740	
1699	H-810	Harappa	TAB:B	Y	R/L	400 158 904 736	736 904 158 400	Mult
1700	H-811	Harappa	TAB:B	Y	R/L	317 740 335 740 176 2 920 491	491 920 2 176 740 335 740 317	
1701	H-812	Harappa	TAB:B	Y	R/L	368 35	35 368	
1702	H-813	Harappa	TAB:B	Y	R/L	400 892 0	0 892 400	
1703	H-814	Harappa	TAB:B	Y	L/R	400 820 100 415	415 100 820 400	
1704	H-815	Harappa	TAB:B	Y	R/L	520 72 219	219 72 520	Othr
1705	H-816	Harappa	TAB:B	Y	R/L	400 740 390 590	590 390 740 400	
1706	H-817	Harappa	TAB:B	Y	R/L	400 740 336 18	18 336 740 400	
1707	H-818	Harappa	TAB:B	Y	R/L	740 336 18	18 336 740	
1708	H-819	Harappa	TAB:B	Y	R/L	520 240	240 520	
1710	H-821	Harappa	TAB:B	Y	L/R	740 636 240 1 692	692 1 240 636 740	
1711	H-822	Harappa	TAB:B	Y	L/R	740 636 240 1 692	692 1 240 636 740	
1712	H-823	Harappa	TAB:B	Y	R/L	740 636 240 60 692	692 60 240 636 740	
1715	H-825	Harappa	TAB:B	Y	R/L	740 32 840	840 32 740	
1716	H-827	Harappa	TAB:B	Y	R/L	0 0 0	0 0 0	
1717	H-829	Harappa	TAB:B	Y	L/R	137 2 820	820 2 137	
1719	H-833	Harappa	TAB:B	Y	R/L	526 554 2 820	820 2 554 526	
1720	H-834	Harappa	TAB:B	Y	R/L	400 740 690 436 255	255 436 690 740 400	
1724	H-838	Harappa	TAB:B	Y	R/L	740 615 495 2 817	817 2 495 615 740	
1725	H-839	Harappa	TAB:B	Y	R/L	400 140	140 400	
1727	H-841	Harappa	TAB:B	Y	R/L	400 740 790	790 740 400	
1728	H-842	Harappa	TAB:B	Y	R/L	400 740 861	861 740 400	
1729	H-843	Harappa	TAB:B	Y	R/L	400 527 195	195 527 400	Xhch
1732	H-846	Harappa	TAB:B	Y	R/L	400 740 100 31 705	705 31 100 740 400	Gavi
1734	H-848	Harappa	TAB:B	Y	R/L	740 100 0 0	0 0 100 740	
1735	H-849	Harappa	TAB:B	Y	R/L	400 740 892 617	617 892 740 400	Fish
1736	H-850	Harappa	TAB:B	Y	R/L	400 740 892 617	617 892 740 400	Fish
1738	H-852	Harappa	TAB:B	Y	R/L	740 760 268 233 220	220 233 268 760 740	Phyt
1739	H-853	Harappa	TAB:B	Y	R/L	740 177 231	231 177 740	Bult
1740	H-854	Harappa	TAB:B	Y	L/R	400 740 335 3	3 335 740 400	Bult
1741	H-857	Harappa	TAB:B	Y	R/L	740 390 590 235	235 590 390 740	
1742	H-859	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1743	H-860	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1744	H-861	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1745	H-862	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1746	H-863	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1747	H-864	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1748	H-865	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1749	H-866	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:U
1750	H-867	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:U
1751	H-868	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1752	H-869	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1753	H-870	Harappa	TAB:B	Y	R/L	520 240 2 405 501	501 405 2 240 520	Bull1:I
1754	H-871	Harappa	TAB:B	Y	R/L	740 407 590 690 436 255 920 318 220 415 803	803 415 220 318 920 255 436 690 590 407 740	Gavi
1755	H-872	Harappa	TAB:B	Y	R/L	740 407 590 690 436 255 920 318 220 415 803	803 415 220 318 920 255 436 690 590 407 740	Gavi
1756	H-873	Harappa	TAB:B	Y	R/L	740 407 590 690 436 255 920 318 220 415 803	803 415 220 318 920 255 436 690 590 407 740	Gavi
1758	H-875	Harappa	TAB:B	Y	R/L	400 740 840 13	13 840 740 400	
1759	H-876	Harappa	TAB:B	Y	R/L	200 705 380	380 705 200	
1762	H-879	Harappa	TAB:I	Y	L/R	400 740 760 605	605 760 740 400	Gavi
1763	H-880	Harappa	TAB:B	Y	L/R	400 740 760 605	605 760 740 400	Gavi
1764	H-881	Harappa	TAB:I	Y	L/R	400 740 760 605	605 760 740 400	Gavi
1765	H-882	Harappa	TAB:I	Y	L/R	400 740 760 605	605 760 740 400	Gavi
1769	H-887	Harappa	TAB:I	Y	R/L	2 817	817 2	
1770	H-888	Harappa	TAB:I	Y	R/L	400 234	234 400	Bult
1771	H-889	Harappa	TAB:I	Y	R/L	400 226	226 400	Bult
1772	H-890	Harappa	TAB:I	Y	R/L	0 711 335 575 413	413 575 335 711 0	
1773	H-891	Harappa	TAB:I	Y	R/L	400 740 590 17 0	0 17 590 740 400	
1774	H-892	Harappa	TAB:I	Y	R/L	400 740 336 176	176 336 740 400	
1775	H-893	Harappa	TAB:I	Y	R/L	400 740 337	337 740 400	
1776	H-894	Harappa	TAB:I	Y	R/L	700 125	125 700	
1778	H-896	Harappa	TAB:I	Y	R/L	868 705 590	590 705 868	
1779	H-1181	Harappa	TAB:I	Y	R/L	868 706 590	590 706 868	
1781	H-899	Harappa	TAB:I	Y	R/L	400 520 231 240	240 231 520 400	
1782	H-900	Harappa	TAB:I	Y	R/L	400 740 817 491	491 817 740 400	
1785	H-903	Harappa	TAB:I	Y	R/L	740 760 240	240 760 740	
1786	H-904	Harappa	TAB:I	Y	R/L	740 32 840 2	2 840 32 740	
1787	H-905	Harappa	TAB:I	Y	R/L	400 740 636 240 31 32 171	171 32 31 240 636 740 400	
1788	H-906	Harappa	TAB:I	Y	R/L	151 229	229 151	
1792	H-910	Harappa	TAB:I	Y	R/L	2 861 416	416 861 2	
1793	H-912	Harappa	TAB:I	Y	R/L	400 740 760 220 416	416 220 760 740 400	
1794	H-914	Harappa	TAB:I	Y	R/L	415 33 0	0 33 415	
1796	H-916	Harappa	TAB:I	Y	R/L	400 740 32 59	59 32 740 400	
1797	H-917	Harappa	TAB:I	Y	R/L	400 740 32 27	27 32 740 400	
1798	H-918	Harappa	TAB:I	Y	R/L	400 740 32 0	0 32 740 400	
1799	H-919	Harappa	TAB:I	Y	R/L	740 636 240	240 636 740	
1801	H-921	Harappa	TAB:I	Y	R/L	740 255 61	61 255 740	
1802	H-922	Harappa	TAB:I	Y	R/L	520 31	31 520	
1803	H-923	Harappa	TAB:I	Y	R/L	520 31	31 520	
1804	H-924	Harappa	TAB:I	Y	R/L	740 840 13	13 840 740	
1805	H-925	Harappa	TAB:I	Y	R/L	740 840 13	13 840 740	
1806	H-926	Harappa	TAB:I	Y	R/L	400 740 840 0 220	220 0 840 740 400	
1807	H-927	Harappa	TAB:I	Y	R/L	368 900	900 368	
1808	H-928	Harappa	TAB:I	Y	R/L	368 900	900 368	
1809	H-929	Harappa	TAB:I	Y	R/L	368 900	900 368	
1810	H-930	Harappa	TAB:I	Y	R/L	740 900 4	4 900 740	
1811	H-931	Harappa	TAB:I	Y	R/L	0 0 0	0 0 0	
1813	H-933	Harappa	TAB:I	Y	L/R	400 740 176	176 740 400	
1814	H-934	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1815	H-935	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1816	H-936	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1818	H-938	Harappa	TAB:I	Y	R/L	520 220 415	415 220 520	
1819	H-939	Harappa	TAB:I	Y	L/R	520 220 415	415 220 520	
1821	H-941	Harappa	TAB:I	Y	R/L	520 220 415	415 220 520	
1822	H-942	Harappa	TAB:I	Y	L/R	520 220 16	16 220 520	
1823	H-943	Harappa	TAB:I	Y	R/L	400 158 592	592 158 400	
1824	H-944	Harappa	TAB:I	Y	R/L	400 158 592	592 158 400	
1825	H-945	Harappa	TAB:I	Y	R/L	400 234	234 400	
1826	H-946	Harappa	TAB:I	Y	R/L	400 234	234 400	
1827	H-947	Harappa	TAB:I	Y	R/L	400 236	236 400	
1828	H-948	Harappa	TAB:I	Y	R/L	700 33	33 700	
1829	H-949	Harappa	TAB:I	Y	R/L	151 229	229 151	
1830	H-950	Harappa	TAB:I	Y	R/L	710 0 220 32	32 220 0 710	
1831	H-951	Harappa	TAB:I	Y	R/L	700 33	33 700	
1832	H-952	Harappa	TAB:I	Y	R/L	740 564	564 740	
1833	H-953	Harappa	TAB:I	Y	R/L	0 550 556	556 550 0	
1834	H-954	Harappa	TAB:I	Y	R/L	90 740 235 240	240 235 740 90	
1836	H-959	Harappa	TAB:I	Y	R/L	400 740 178	178 740 400	
1837	H-960	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1838	H-961	Harappa	TAB:I	Y	R/L	0 740 176	176 740 0	
1839	H-962	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1840	H-963	Harappa	TAB:I	Y	R/L	740 176	176 740	
1842	H-965	Harappa	TAB:I	Y	R/L	740 690 636 240	240 636 690 740	
1843	H-966	Harappa	TAB:I	Y	R/L	740 690 636 240	240 636 690 740	
1844	H-967	Harappa	TAB:I	Y	R/L	400 740 32 28	28 32 740 400	
1845	H-968	Harappa	TAB:I	Y	L/R	526 550 233	233 550 526	
1846	H-969	Harappa	TAB:B	Y	R/L	740 0 0	0 0 740	
1852	H-975	Harappa	TAB:I	Y	R/L	740 760 382	382 760 740	
1853	H-976	Harappa	TAB:I	Y	R/L	400 137	137 400	Fish
1855	H-978	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	Bult
1856	H-979	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	Bult
1858	H-982	Harappa	SEAL:R	Y	R/L	740 388 31	31 388 740	Bult
1859	H-983	Harappa	TAB:I	Y	R/L	400 740 637 240	240 637 740 400	Bult
1861	H-985	Harappa	TAB:I	Y	R/L	156 435 255	255 435 156	
1863	H-987	Harappa	TAB:I	Y	R/L	400 740 176	176 740 400	
1864	H-988	Harappa	TAB:I	Y	R/L	400 740 636 240 31 32 171	171 32 31 240 636 740 400	Bult
1874	Hls-1	Hulas	TAG:P	Y	R/L	740 407 590	590 407 740	
1875	Jk-2	Jhukar	SEAL:S	Y	R/L	740 803 233 2 817	817 2 233 803 740	Bull1:J
