sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
M77-4573		unknown	M77	Y	M77	413 892 877 0 171 ? 240 632 740 400	413 892 877 0 171 ? 240 632 740 400	
M77-4574		unknown	M77	Y	M77	31 388 740 0 ? 700	31 388 740 0 ? 700	
M77-4575		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-4576		unknown	M77	Y	M77	220 0 240 632 690 740 0 ? 700	220 0 240 632 690 740 0 ? 700	
M77-4577		unknown	M77	Y	M77	255 435 156 400 0 ? 700	255 435 156 400 0 ? 700	
M77-4578		unknown	M77	Y	M77	176 740 220	176 740 220	
M77-4579		unknown	M77	Y	M77	255 435 156 400 0 ? 700	255 435 156 400 0 ? 700	
M77-4580		unknown	M77	Y	M77	233 550 527 0 32 700	233 550 527 0 32 700	
M77-4581		unknown	M77	Y	M77	645 0 ? 32 740 400 0 ? 700	645 0 ? 32 740 400 0 ? 700	
M77-4582		unknown	M77	Y	M77	240 632 740 400 0 ? 700	240 632 740 400 0 ? 700	
M77-4583		unknown	M77	Y	M77	415 579 32 877 0 ? 269 760 740	415 579 32 877 0 ? 269 760 740	
M77-4584		unknown	M77	Y	M77	415 579 32 877 0 692 60 240 632 740	415 579 32 877 0 692 60 240 632 740	
M77-4585		unknown	M77	Y	M77	240 632 740 890 32 0 33 700	240 632 740 890 32 0 33 700	
M77-4586		unknown	M77	Y	M77	176 740 400 0 861 368 690 0 33 700	176 740 400 0 861 368 690 0 33 700	
M77-4587		unknown	M77	Y	M77	240 632 740 400 0 ? 700	240 632 740 400 0 ? 700	
M77-4588		unknown	M77	Y	M77	220 0 ? 400 0 33 700	220 0 ? 400 0 33 700	
M77-4589		unknown	M77	Y	M77	176 175 831 615 615 0 892 861 0 32 700	176 175 831 615 615 0 892 861 0 32 700	
M77-4590		unknown	M77	Y	M77	220 0 3 156	220 0 3 156	
M77-4591		unknown	M77	Y	M77	220 0 ? 32 740 400 0 ? 700	220 0 ? 32 740 400 0 ? 700	
M77-4592		unknown	M77	Y	M77	892 803 740	892 803 740	
M77-4593		unknown	M77	Y	M77	727 740 0 33 700	727 740 0 33 700	
M77-4594		unknown	M77	Y	M77	904 705 740 0 32 700	904 705 740 0 32 700	
M77-4595		unknown	M77	Y	M77	55 255 435 0 33 700	55 255 435 0 33 700	
M77-4596		unknown	M77	Y	M77	760 740 400 0 33 700	760 740 400 0 33 700	
M77-4597		unknown	M77	Y	M77	415 100 740 400 0 33 700	415 100 740 400 0 33 700	
M77-4599		unknown	M77	Y	M77	550 ? 32 595 820	550 ? 32 595 820	
M77-4601		Harappa	M77	Y	M77	820 2 137 0 33 700	820 2 137 0 33 700	
M77-4602		Harappa	M77	Y	M77	590 390 740 400 0 33 700	590 390 740 400 0 33 700	
M77-4603		Harappa	M77	Y	M77	415 100 820 595 0 32 700	415 100 820 595 0 32 700	
M77-4604		Harappa	M77	Y	M77	16 220 520 400 0 33 700	16 220 520 400 0 33 700	
M77-4605		Harappa	M77	Y	M77	3 484 740 400 0 33 700	3 484 740 400 0 33 700	
M77-4606		Harappa	M77	Y	M77	415 100 820 595 0 32 700	415 100 820 595 0 32 700	
M77-4607		Harappa	M77	Y	M77	832 832 156 0 33 700	832 832 156 0 33 700	
M77-4610		Harappa	M77	Y	M77	831 892 400 0 32 700	831 892 400 0 32 700	
M77-4613		Harappa	M77	Y	M77	235 590 0 33 700	235 590 0 33 700	
M77-4616		Harappa	M77	Y	M77	235 17 575 740	235 17 575 740	
M77-4617		Harappa	M77	Y	M77	231 151	231 151	
M77-4620		Harappa	M77	Y	M77	632 741 3 390	632 741 3 390	
M77-4622		Harappa	M77	Y	M77	33 156	33 156	
M77-4623		Harappa	M77	Y	M77	590 741 717 151	590 741 717 151	
M77-4624		Harappa	M77	Y	M77	125 390 741	125 390 741	
M77-4626		Harappa	M77	Y	M77	220 585 740	220 585 740	
M77-4627		Harappa	M77	Y	M77	140 705 64	140 705 64	
M77-4633		Harappa	M77	Y	M77	554	554	
M77-4634		Harappa	M77	Y	M77	140 3 900 812 235	140 3 900 812 235	
M77-4636		Harappa	M77	Y	M77	455 0 32	455 0 32	
M77-4637		Harappa	M77	Y	M77	416 0 32	416 0 32	
M77-4639		Harappa	M77	Y	M77	400 0 700	400 0 700	
M77-4641		Harappa	M77	Y	M77	415 100 740 400 0 33 700	415 100 740 400 0 33 700	
M77-4642		Harappa	M77	Y	M77	220 0 615 615 892 740 400 0 32 700	220 0 615 615 892 740 400 0 32 700	
M77-4645		Harappa	M77	Y	M77	220 0 615 615 892 740 400 0 32 700	220 0 615 615 892 740 400 0 32 700	
M77-4646		Harappa	M77	Y	M77	235 590 390 740 400 0 33 700	235 590 390 740 400 0 33 700	
M77-4647		Harappa	M77	Y	M77	336 740 400 0 32 700	336 740 400 0 32 700	
M77-4648		Harappa	M77	Y	M77	690	690	
M77-4649		Harappa	M77	Y	M77	255 435 156 0 32 700	255 435 156 0 32 700	
M77-4651		Harappa	M77	Y	M77	13 840 740 400 0 3 550 615 615	13 840 740 400 0 3 550 615 615	
M77-4652		Harappa	M77	Y	M77	3 142	3 142	
M77-4653		Harappa	M77	Y	M77	790 717 740 0 700 700 700	790 717 740 0 700 700 700	
M77-4658		Harappa	M77	Y	M77	861 368 690 0 ? 840 32 740	861 368 690 0 ? 840 32 740	
M77-4661		Harappa	M77	Y	M77	233 320 920 740 400 0 31 700	233 320 920 740 400 0 31 700	
M77-4665		Harappa	M77	Y	M77	820 2 137 0 32 700	820 2 137 0 32 700	
M77-4666		Harappa	M77	Y	M77	255 435 690 740 400 0 33 700	255 435 690 740 400 0 33 700	
M77-4667		Harappa	M77	Y	M77	803 235 233 705 0 31 700	803 235 233 705 0 31 700	
M77-4668		Harappa	M77	Y	M77	156 400	156 400	
M77-4669		Harappa	M77	Y	M77	560 500 741 5 405	560 500 741 5 405	
M77-4670		Harappa	M77	Y	M77	240 904 740 0 33 700	240 904 740 0 33 700	
M77-4672		Harappa	M77	Y	M77	240 705 33 550 527 400 0 413 575 335 717 33 700	240 705 33 550 527 400 0 413 575 335 717 33 700	
M77-4673		Harappa	M77	Y	M77	820 2 240 233 520 0 33 700	820 2 240 233 520 0 33 700	
M77-4674		Harappa	M77	Y	M77	615 615 892 740 400 0 33 700	615 615 892 740 400 0 33 700	
M77-4675		Harappa	M77	Y	M77	140 705 165 0 33 700	140 705 165 0 33 700	
M77-4676		Harappa	M77	Y	M77	233 550	233 550	
M77-4678		Harappa	M77	Y	M77	840 257 32 0 ? 700	840 257 32 0 ? 700	
M77-4679		Harappa	M77	Y	M77	484 336 740 400 0 32 700	484 336 740 400 0 32 700	
M77-4680		Harappa	M77	Y	M77	897 156 400 0 33 700	897 156 400 0 33 700	
M77-4681		Harappa	M77	Y	M77	255 740 0 ? 700	255 740 0 ? 700	
M77-4682		Harappa	M77	Y	M77	831 892 400 0 32 700	831 892 400 0 32 700	
M77-4683		Harappa	M77	Y	M77	278 255 740 0 ? 700	278 255 740 0 ? 700	
M77-4684		Harappa	M77	Y	M77	350 400 520 400 0 33 700	350 400 520 400 0 33 700	
M77-4685		Harappa	M77	Y	M77	382 760 740 0 ?	382 760 740 0 ?	
M77-4686		Harappa	M77	Y	M77	35 368 0 33 700	35 368 0 33 700	
M77-4687		Harappa	M77	Y	M77	692 60 0 825	692 60 0 825	
M77-4689		Harappa	M77	Y	M77	503 692 336 740 0 33 700	503 692 336 740 0 33 700	
M77-4691		Harappa	M77	Y	M77	482 ? ? 0 32 700	482 ? ? 0 32 700	
M77-4692		Harappa	M77	Y	M77	897 156 400 0 33 700	897 156 400 0 33 700	
M77-4693		Harappa	M77	Y	M77	? 65 220	? 65 220	
M77-4694		Harappa	M77	Y	M77	820 1 530 0 33 832 390	820 1 530 0 33 832 390	
M77-4695		Harappa	M77	Y	M77	? 235	? 235	
M77-4696		Harappa	M77	Y	M77	820 2 803	820 2 803	
M77-4697		Harappa	M77	Y	M77	740	740	
M77-4698		Harappa	M77	Y	M77	220 705 503 100 740 61 405	220 705 503 100 740 61 405	
M77-4699		Harappa	M77	Y	M77	2 ? 740	2 ? 740	
M77-4700		unknown	M77	Y	M77	17 575 0 32 700	17 575 0 32 700	
M77-4701		unknown	M77	Y	M77	510 632 336 204	510 632 336 204	
M77-4702		unknown	M77	Y	M77	240 233 740 804 400 0 33 700	240 233 740 804 400 0 33 700	
M77-4703		unknown	M77	Y	M77	590 390	590 390	
M77-4704		unknown	M77	Y	M77	690 740 400 0 33 700	690 740 400 0 33 700	
M77-4707		unknown	M77	Y	M77	482 335	482 335	
M77-4710		unknown	M77	Y	M77	405	405	
M77-4712		unknown	M77	Y	M77	231 255	231 255	
M77-4713		unknown	M77	Y	M77	908 740 527	908 740 527	
M77-4714		unknown	M77	Y	M77	632 595	632 595	
M77-4715		unknown	M77	Y	M77	740 400	740 400	
M77-4717		unknown	M77	Y	M77	3 255 435 400 0 705 861 717 33	3 255 435 400 0 705 861 717 33	
M77-4718		unknown	M77	Y	M77	741 390 741 31 705 33 520 0 33 700	741 390 741 31 705 33 520 0 33 700	
M77-4801		unknown	M77	Y	M77	745 760 740	745 760 740	
M77-4802		unknown	M77	Y	M77	? 3	? 3	
M77-4803		unknown	M77	Y	M77	3 220 590	3 220 590	
M77-4804		unknown	M77	Y	M77	? 3	? 3	
M77-4807		unknown	M77	Y	M77	33 502	33 502	
M77-4808		unknown	M77	Y	M77	220 388 ?	220 388 ?	
M77-4809		unknown	M77	Y	M77	33 740 61	33 740 61	
M77-4810		unknown	M77	Y	M77	231 550	231 550	
M77-4811		unknown	M77	Y	M77	892 70 1 520	892 70 1 520	
M77-4812		unknown	M77	Y	M77	861 2 220 798	861 2 220 798	
M77-4814		unknown	M77	Y	M77	540	540	
M77-4815		unknown	M77	Y	M77	151	151	
M77-4816		unknown	M77	Y	M77	151	151	
M77-4817		unknown	M77	Y	M77	156	156	
M77-4819		unknown	M77	Y	M77	740 400	740 400	
M77-4820		unknown	M77	Y	M77	17 710 740	17 710 740	
M77-4821		unknown	M77	Y	M77	?	?	
M77-4823		unknown	M77	Y	M77	510 460	510 460	
M77-4824		unknown	M77	Y	M77	503 460	503 460	
M77-4827		unknown	M77	Y	M77	740 798 790 900 740	740 798 790 900 740	
M77-4832		unknown	M77	Y	M77	240	240	
M77-4833		unknown	M77	Y	M77	33 33 55	33 33 55	
M77-4834		unknown	M77	Y	M77	550	550	
M77-4835		unknown	M77	Y	M77	861 2	861 2	
M77-4838		unknown	M77	Y	M77	615 615	615 615	
M77-4840		unknown	M77	Y	M77	692	692	
M77-4841		unknown	M77	Y	M77	156	156	
M77-4844		unknown	M77	Y	M77	90	90	
M77-4845		unknown	M77	Y	M77	3	3	
M77-4846		unknown	M77	Y	M77	510 460	510 460	
M77-4848		unknown	M77	Y	M77	222 235	222 235	
M77-4852		unknown	M77	Y	M77	?	?	
M77-4854		unknown	M77	Y	M77	? 35	? 35	
M77-4855		unknown	M77	Y	M77	3	3	
M77-4856		unknown	M77	Y	M77	35 645	35 645	
M77-4857		unknown	M77	Y	M77	7	7	
M77-4861		unknown	M77	Y	M77	3 4	3 4	
M77-4864		unknown	M77	Y	M77	615	615	
M77-4865		unknown	M77	Y	M77	820	820	
M77-4868		unknown	M77	Y	M77	4	4	
M77-4871		unknown	M77	Y	M77	877 872	877 872	
M77-4873		unknown	M77	Y	M77	16 220	16 220	
M77-4874		unknown	M77	Y	M77	440	440	
M77-4875		unknown	M77	Y	M77	?	?	
M77-4876		unknown	M77	Y	M77	440	440	
M77-4877		unknown	M77	Y	M77	803	803	
M77-4878		unknown	M77	Y	M77	745	745	
M77-4879		unknown	M77	Y	M77	400	400	
M77-4880		unknown	M77	Y	M77	220	220	
M77-4881		unknown	M77	Y	M77	? 4	? 4	
M77-4884		unknown	M77	Y	M77	740	740	
M77-4905		unknown	M77	Y	M77	790 100 790	790 100 790	
M77-5001		Harappa	M77	Y	M77	832 740	832 740	
M77-5003		Harappa	M77	Y	M77	550	550	
M77-5006		Harappa	M77	Y	M77	? 405	? 405	
M77-5010		Harappa	M77	Y	M77	32 790	32 790	
M77-5016		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5017		Harappa	M77	Y	M77	111 1	111 1	
M77-5023		Harappa	M77	Y	M77	142	142	
M77-5031		Harappa	M77	Y	M77	335 760 740	335 760 740	
M77-5034		Harappa	M77	Y	M77	368	368	
M77-5051		Harappa	M77	Y	M77	? 740	? 740	
M77-5052		Harappa	M77	Y	M77	798 231 233 740 845 405 467 806 156	798 231 233 740 845 405 467 806 156	
M77-5054		Harappa	M77	Y	M77	16 390	16 390	
M77-5056		Harappa	M77	Y	M77	861 741 0 861 741 240 632 740	861 741 0 861 741 240 632 740	
M77-5057		Harappa	M77	Y	M77	190 60 17 405	190 60 17 405	
M77-5059		Harappa	M77	Y	M77	920 60	920 60	
M77-5060		Harappa	M77	Y	M77	912 740	912 740	
M77-5061		Harappa	M77	Y	M77	745 717 2 235 845 904 832 705	745 717 2 235 845 904 832 705	
M77-5062		Harappa	M77	Y	M77	861 2 806 231 705 33 520	861 2 806 231 705 33 520	
M77-5065		Harappa	M77	Y	M77	2 335 740	2 335 740	
M77-5066		Harappa	M77	Y	M77	773 740	773 740	
M77-5067		Harappa	M77	Y	M77	920 60 806 798 233	920 60 806 798 233	
M77-5068		Harappa	M77	Y	M77	240 798 740	240 798 740	
M77-5071		Harappa	M77	Y	M77	503 17 740	503 17 740	
M77-5072		Harappa	M77	Y	M77	388 740	388 740	
M77-5073		Harappa	M77	Y	M77	32 820 32 0 ? 255 435 2 240 632 740	32 820 32 0 ? 255 435 2 240 632 740	
M77-5074		Harappa	M77	Y	M77	260 368 798 240 233 740 140 845 405	260 368 798 240 233 740 140 845 405	
M77-5076		Harappa	M77	Y	M77	741 503 615 760 740	741 503 615 760 740	
M77-5077		Harappa	M77	Y	M77	700 31 156	700 31 156	
M77-5078		Harappa	M77	Y	M77	850 315 892 1 590 705	850 315 892 1 590 705	
M77-5083		Harappa	M77	Y	M77	803 240 233 679	803 240 233 679	
M77-5084		Harappa	M77	Y	M77	861 2 233 840 32 740	861 2 233 840 32 740	
M77-5089		Harappa	M77	Y	M77	705 33 520	705 33 520	
M77-5092		Harappa	M77	Y	M77	? ?	? ?	
M77-5100		unknown	M77	Y	M77	692 60 4 405	692 60 4 405	
M77-5101		unknown	M77	Y	M77	32 877 740 ? 467 806 156	32 877 740 ? 467 806 156	
M77-5103		unknown	M77	Y	M77	840	840	
M77-5104		unknown	M77	Y	M77	232	232	
M77-5105		unknown	M77	Y	M77	467 806 156	467 806 156	
M77-5107		unknown	M77	Y	M77	920 615 740	920 615 740	
M77-5108		unknown	M77	Y	M77	692 60 33 33	692 60 33 33	
M77-5109		unknown	M77	Y	M77	368 60 255 435 690	368 60 255 435 690	
M77-5110		unknown	M77	Y	M77	803 235	803 235	
M77-5114		unknown	M77	Y	M77	798 240 705 33 347 520	798 240 705 33 347 520	
M77-5120		unknown	M77	Y	M77	912 740	912 740	
M77-5123		unknown	M77	Y	M77	590 ? 151	590 ? 151	
M77-5124		unknown	M77	Y	M77	632 255 435 400	632 255 435 400	
M77-5201		Harappa	M77	Y	M77	3 142	3 142	
M77-5203		Harappa	M77	Y	M77	3 426 0 ?	3 426 0 ?	
M77-5204		Harappa	M77	Y	M77	3 426 0 ?	3 426 0 ?	
M77-5205		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5206		Harappa	M77	Y	M77	790 717 740	790 717 740	
M77-5221		Harappa	M77	Y	M77	790 176	790 176	
M77-5222		Harappa	M77	Y	M77	235 590 390 740 0 33 700	235 590 390 740 0 33 700	
M77-5223		Harappa	M77	Y	M77	235 590 390 740 0 33 700	235 590 390 740 0 33 700	
M77-5225		Harappa	M77	Y	M77	32 850	32 850	
M77-5227		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5228		Harappa	M77	Y	M77	560 500	560 500	
M77-5229		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5230		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5233		Harappa	M77	Y	M77	741 100	741 100	
M77-5234		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5237		Harappa	M77	Y	M77	861 2 240 482 740 0 235 220 176 740	861 2 240 482 740 0 235 220 176 740	
M77-5238		Harappa	M77	Y	M77	861 2 240 482 740 0 235 220 176 740	861 2 240 482 740 0 235 220 176 740	
M77-5239		Harappa	M77	Y	M77	861 2 240 482 740 0 235 220 176 740	861 2 240 482 740 0 235 220 176 740	
M77-5240		Harappa	M77	Y	M77	861 2 240 482 740 0 235 220 176 740	861 2 240 482 740 0 235 220 176 740	
M77-5241		Harappa	M77	Y	M77	482 740	482 740	
M77-5242		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5243		Harappa	M77	Y	M77	? 904 156 400	? 904 156 400	
M77-5244		Harappa	M77	Y	M77	? 904 156 400	? 904 156 400	
M77-5245		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5246		Harappa	M77	Y	M77	806 415 220 320 920	806 415 220 320 920	
M77-5249		Harappa	M77	Y	M77	503 400	503 400	
M77-5250		Harappa	M77	Y	M77	13 840 740 0 700 220	13 840 740 0 700 220	
M77-5251		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5252		Harappa	M77	Y	M77	240 482 760 740 0 745 700	240 482 760 740 0 745 700	
M77-5253		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 390 740	806 415 220 320 920 255 435 690 590 390 740	
M77-5254		Harappa	M77	Y	M77	849 741 ? 740 0 413 575 335 717 33 700	849 741 ? 740 0 413 575 335 717 33 700	
M77-5255		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5256		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-5257		Harappa	M77	Y	M77	240 482 0 745 700	240 482 0 745 700	
M77-5260		Harappa	M77	Y	M77	503	503	
M77-5264		Harappa	M77	Y	M77	861 2 240 904 740 0 32 700	861 2 240 904 740 0 32 700	
M77-5265		Harappa	M77	Y	M77	790 176 790	790 176 790	
M77-5266		Harappa	M77	Y	M77	790 740	790 740	
M77-5267		Harappa	M77	Y	M77	790 176 790	790 176 790	
M77-5269		Harappa	M77	Y	M77	171 35 415 0 33 700	171 35 415 0 33 700	
M77-5270		Harappa	M77	Y	M77	350 400 520 400 0 32 700	350 400 520 400 0 32 700	
M77-5271		Harappa	M77	Y	M77	137 400 0 ? 700	137 400 0 ? 700	
M77-5274		Harappa	M77	Y	M77	615 615 892 740 400 0 33 700	615 615 892 740 400 0 33 700	
M77-5276		Harappa	M77	Y	M77	235 590 405 740 400 0 33 700	235 590 405 740 400 0 33 700	
M77-5277		Harappa	M77	Y	M77	231 176 740 400 0 ? 700	231 176 740 400 0 ? 700	
M77-5278		Harappa	M77	Y	M77	692 60 240 0 33 700	692 60 240 0 33 700	
M77-5280		Harappa	M77	Y	M77	503 17 740	503 17 740	
M77-5281		Harappa	M77	Y	M77	832 0 700	832 0 700	
M77-5283		Harappa	M77	Y	M77	240 233 740 804 400 0 33 700 125	240 233 740 804 400 0 33 700 125	
M77-5284		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-5285		Harappa	M77	Y	M77	831 892 400 0 32 700	831 892 400 0 32 700	
M77-5286		Harappa	M77	Y	M77	235 590 390 740 0 33 700	235 590 390 740 0 33 700	
M77-5287		Harappa	M77	Y	M77	590 405 740 400	590 405 740 400	
M77-5289		Harappa	M77	Y	M77	240 482 760 740 0 745 700	240 482 760 740 0 745 700	
M77-5291		Harappa	M77	Y	M77	798 240 0 33	798 240 0 33	
M77-5292		Harappa	M77	Y	M77	705 255 100 740 400 0 ? 700	705 255 100 740 400 0 ? 700	
M77-5293		Harappa	M77	Y	M77	176 336 740 0 32 700	176 336 740 0 32 700	
M77-5296		Harappa	M77	Y	M77	645 0 467 806 156	645 0 467 806 156	
M77-5297		Harappa	M77	Y	M77	590 405 740 400	590 405 740 400	
M77-5298		Harappa	M77	Y	M77	790	790	
M77-5302		unknown	M77	Y	M77	240 520 0 ? 700	240 520 0 ? 700	
M77-5303		unknown	M77	Y	M77	820 2 137 0 ? 32 700	820 2 137 0 ? 32 700	
M77-5304		unknown	M77	Y	M77	510 460	510 460	
M77-5309		unknown	M77	Y	M77	? ? 176	? ? 176	
M77-5310		unknown	M77	Y	M77	920 60 741 3 405 0 33 700	920 60 741 3 405 0 33 700	
M77-5311		unknown	M77	Y	M77	482 760 740 0 745 700	482 760 740 0 745 700	
M77-5312		unknown	M77	Y	M77	440	440	
M77-5313		unknown	M77	Y	M77	440	440	
M77-5314		unknown	M77	Y	M77	440	440	
M77-5315		unknown	M77	Y	M77	440	440	
M77-5316		unknown	M77	Y	M77	440	440	
M77-5317		unknown	M77	Y	M77	235 233 264 760 740 0 32 700	235 233 264 760 740 0 32 700	
M77-5318		unknown	M77	Y	M77	235 233 264 760 740 0 32 700	235 233 264 760 740 0 32 700	
M77-5319		unknown	M77	Y	M77	690 220 0 33 700	690 220 0 33 700	
M77-5320		unknown	M77	Y	M77	413 892 877 0 415 220 520	413 892 877 0 415 220 520	
M77-5321		unknown	M77	Y	M77	220 236 400 0 33 700	220 236 400 0 33 700	
M77-5322		unknown	M77	Y	M77	820 4 390 0 33 700	820 4 390 0 33 700	
M77-5323		unknown	M77	Y	M77	235 232 400 0 32 700	235 232 400 0 32 700	
M77-5324		unknown	M77	Y	M77	861 368 0 840 32 740	861 368 0 840 32 740	
M77-5325		unknown	M77	Y	M77	820 2 0 ? 700 740	820 2 0 ? 700 740	
M77-5326		unknown	M77	Y	M77	190 527 400	190 527 400	
M77-5327		unknown	M77	Y	M77	371 455 0 32 700	371 455 0 32 700	
M77-5328		unknown	M77	Y	M77	176 690 740	176 690 740	
M77-5329		unknown	M77	Y	M77	413 0 315 416 31 2 240	413 0 315 416 31 2 240	
M77-5331		unknown	M77	Y	M77	3 142	3 142	
M77-5333		unknown	M77	Y	M77	3 142	3 142	
M77-5334		unknown	M77	Y	M77	240 482 0 745 700	240 482 0 745 700	
M77-5335		unknown	M77	Y	M77	484 336 740 0 33 700	484 336 740 0 33 700	
M77-5336		unknown	M77	Y	M77	484 336 740 0 32 700	484 336 740 0 32 700	
M77-5337		unknown	M77	Y	M77	692 60 240 632 740 0 33 700	692 60 240 632 740 0 33 700	
M77-5339		unknown	M77	Y	M77	176 790	176 790	
M77-5340		unknown	M77	Y	M77	350 460 798 740	350 460 798 740	
M77-5341		unknown	M77	Y	M77	832 832 740	832 832 740	
M77-5401		unknown	M77	Y	M77	? 690 0 ? 32 740 400	? 690 0 ? 32 740 400	
M77-5402		unknown	M77	Y	M77	240 632 690 740 0 32 700	240 632 690 740 0 32 700	
M77-5403		unknown	M77	Y	M77	400 0 400	400 0 400	
M77-5404		unknown	M77	Y	M77	590 405 740	590 405 740	
M77-5405		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5406		unknown	M77	Y	M77	? 400 0 ? 700	? 400 0 ? 700	
M77-5407		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5408		unknown	M77	Y	M77	176 740 0 33 700	176 740 0 33 700	
M77-5409		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5410		unknown	M77	Y	M77	900 368 0 32 700	900 368 0 32 700	
M77-5411		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5412		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5413		unknown	M77	Y	M77	176 740 400 0 33 700 0 33 700	176 740 400 0 33 700 0 33 700	
M77-5414		unknown	M77	Y	M77	740 400 0 31 700	740 400 0 31 700	
M77-5415		unknown	M77	Y	M77	176 740 0 32 700	176 740 0 32 700	
M77-5416		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5417		unknown	M77	Y	M77	615 0 892	615 0 892	
M77-5418		unknown	M77	Y	M77	900 368 0 ? 700	900 368 0 ? 700	
M77-5419		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5420		unknown	M77	Y	M77	176 740 0 32 700	176 740 0 32 700	
M77-5421		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5422		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5423		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5425		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5426		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5427		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5428		unknown	M77	Y	M77	740 0 700	740 0 700	
M77-5430		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5431		unknown	M77	Y	M77	605 760 740 400	605 760 740 400	
M77-5432		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5433		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5434		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5436		unknown	M77	Y	M77	900 368 0 33 700	900 368 0 33 700	
M77-5437		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5438		unknown	M77	Y	M77	740 400 0 33	740 400 0 33	
M77-5440		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5441		unknown	M77	Y	M77	13 840 0 32	13 840 0 32	
M77-5442		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5443		unknown	M77	Y	M77	176 740 0 32 700	176 740 0 32 700	
M77-5444		unknown	M77	Y	M77	? 400 0 32 700	? 400 0 32 700	
M77-5446		unknown	M77	Y	M77	740 400 0 33	740 400 0 33	
M77-5447		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-5449		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5450		unknown	M77	Y	M77	415 220 520 0 ? 700	415 220 520 0 ? 700	
M77-5451		unknown	M77	Y	M77	740 400 0 33	740 400 0 33	
M77-5452		unknown	M77	Y	M77	13 840 740 0 33 700	13 840 740 0 33 700	
M77-5453		unknown	M77	Y	M77	892 803 740	892 803 740	
M77-5454		unknown	M77	Y	M77	13 840 740 0 32 700	13 840 740 0 32 700	
M77-5455		unknown	M77	Y	M77	740 0 ? 700	740 0 ? 700	
M77-5456		unknown	M77	Y	M77	740 400 0 700	740 400 0 700	
M77-5457		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5459		unknown	M77	Y	M77	605 760 740 400	605 760 740 400	
M77-5460		unknown	M77	Y	M77	416 220 740 760 400 0 ? 700 220	416 220 740 760 400 0 ? 700 220	
M77-5461		unknown	M77	Y	M77	416 220 760 740 400 0 ? 700 220	416 220 760 740 400 0 ? 700 220	
M77-5462		unknown	M77	Y	M77	384 0 4 ? 740	384 0 4 ? 740	
M77-5463		unknown	M77	Y	M77	220 0 3 156	220 0 3 156	
M77-5464		unknown	M77	Y	M77	176 740 400 0 32 700	176 740 400 0 32 700	
