sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
M77-2395		Mohenjo-daro	M77	Y	M77	495 615 176 100 1 33 426	495 615 176 100 1 33 426	
M77-2401		Mohenjo-daro	M77	Y	M77	31 ? 151	31 ? 151	
M77-2405		Mohenjo-daro	M77	Y	M77	920 60 741 235 904 740 0 820 3 645 510 0 171 ? 171 0 165 111 390 0 840 ? 0 ?	920 60 741 235 904 740 0 820 3 645 510 0 171 ? 171 0 165 111 390 0 840 ? 0 ?	
M77-2407		Mohenjo-daro	M77	Y	M77	83 812 2 350 460 798 740	83 812 2 350 460 798 740	
M77-2409		Mohenjo-daro	M77	Y	M77	233 626 740	233 626 740	
M77-2414		Mohenjo-daro	M77	Y	M77	240 773 740	240 773 740	
M77-2417		Mohenjo-daro	M77	Y	M77	456 900 390 741 241	456 900 390 741 241	
M77-2418		Mohenjo-daro	M77	Y	M77	140 920 390 741 519 740	140 920 390 741 519 740	
M77-2420		Mohenjo-daro	M77	Y	M77	93 550 ? 742 220 740 0 90	93 550 ? 742 220 740 0 90	
M77-2425		Mohenjo-daro	M77	Y	M77	892	892	
M77-2428		Mohenjo-daro	M77	Y	M77	320 740 ? 243 161	320 740 ? 243 161	
M77-2430		Mohenjo-daro	M77	Y	M77	? 560 0 231 740 90 0 621	? 560 0 231 740 90 0 621	
M77-2431		Mohenjo-daro	M77	Y	M77	? 615 729 0 930	? 615 729 0 930	
M77-2434		Mohenjo-daro	M77	Y	M77	220 2 3 122 ? ?	220 2 3 122 ? ?	
M77-2436		Mohenjo-daro	M77	Y	M77	140 920 920 520 315 861 2 220 220 70 520	140 920 920 520 315 861 2 220 220 70 520	
M77-2437		Mohenjo-daro	M77	Y	M77	? 861 2	? 861 2	
M77-2438		Mohenjo-daro	M77	Y	M77	861 2 235 233	861 2 235 233	
M77-2439		Mohenjo-daro	M77	Y	M77	820 455 220 ? 142 615	820 455 220 ? 142 615	
M77-2442		Mohenjo-daro	M77	Y	M77	920 60 741 705 ? 31	920 60 741 705 ? 31	
M77-2447		Mohenjo-daro	M77	Y	M77	741 820 2 32 70 415 100 740	741 820 2 32 70 415 100 740	
M77-2448		Mohenjo-daro	M77	Y	M77	31 60 ?	31 60 ?	
M77-2450		Mohenjo-daro	M77	Y	M77	861 2 ? 760 740	861 2 ? 760 740	
M77-2452		Mohenjo-daro	M77	Y	M77	32 220 232	32 220 232	
M77-2453		Mohenjo-daro	M77	Y	M77	382 415 100 740	382 415 100 740	
M77-2456		Mohenjo-daro	M77	Y	M77	605 740 32 226 0 32 ?	605 740 32 226 0 32 ?	
M77-2459		Mohenjo-daro	M77	Y	M77	350 760 740	350 760 740	
M77-2466		Mohenjo-daro	M77	Y	M77	32 632 892 350 298 400 0 ?	32 632 892 350 298 400 0 ?	
M77-2468		Mohenjo-daro	M77	Y	M77	861 298 820	861 298 820	
M77-2471		Mohenjo-daro	M77	Y	M77	905 705 798 0 621	905 705 798 0 621	
M77-2472		Mohenjo-daro	M77	Y	M77	384 740 161	384 740 161	
M77-2473		Mohenjo-daro	M77	Y	M77	540 692 861 2 590 390 832 260 861	540 692 861 2 590 390 832 260 861	
M77-2484		Mohenjo-daro	M77	Y	M77	347 554 527	347 554 527	
M77-2486		Mohenjo-daro	M77	Y	M77	3 ? 840 760 740	3 ? 840 760 740	
M77-2491		Mohenjo-daro	M77	Y	M77	861 2 806 705 920	861 2 806 705 920	
M77-2493		Mohenjo-daro	M77	Y	M77	690 ?	690 ?	
M77-2496		Mohenjo-daro	M77	Y	M77	220 1 554 740	220 1 554 740	
M77-2500		Mohenjo-daro	M77	Y	M77	832 ?	832 ?	
M77-2502		Mohenjo-daro	M77	Y	M77	240 632 740	240 632 740	
M77-2503		Mohenjo-daro	M77	Y	M77	861 2 260 151	861 2 260 151	
M77-2505		Mohenjo-daro	M77	Y	M77	320 690 0 550 60 690 740	320 690 0 550 60 690 740	
M77-2508		Mohenjo-daro	M77	Y	M77	320 690 0 550 60 690 740	320 690 0 550 60 690 740	
M77-2509		Mohenjo-daro	M77	Y	M77	90 90	90 90	
M77-2511		Mohenjo-daro	M77	Y	M77	692 1 510 460 760 740	692 1 510 460 760 740	
M77-2512		Mohenjo-daro	M77	Y	M77	861 2 832	861 2 832	
M77-2513		Mohenjo-daro	M77	Y	M77	861 2 ? 240 226	861 2 ? 240 226	
M77-2515		Mohenjo-daro	M77	Y	M77	343 590 745 ?	343 590 745 ?	
M77-2520		Mohenjo-daro	M77	Y	M77	235 ? 740	235 ? 740	
M77-2522		Mohenjo-daro	M77	Y	M77	877 2 61 740 368 220 31	877 2 61 740 368 220 31	
M77-2523		Mohenjo-daro	M77	Y	M77	861 2 235 220 520	861 2 235 220 520	
M77-2527		Mohenjo-daro	M77	Y	M77	278 345 400	278 345 400	
M77-2528		Mohenjo-daro	M77	Y	M77	820 2 806 320 920 405	820 2 806 320 920 405	
M77-2529		Mohenjo-daro	M77	Y	M77	1 388 140 850 31	1 388 140 850 31	
M77-2530		Mohenjo-daro	M77	Y	M77	? 820	? 820	
M77-2532		Mohenjo-daro	M77	Y	M77	16 ? 60 235 220 520	16 ? 60 235 220 520	
M77-2536		Mohenjo-daro	M77	Y	M77	550 60 235 520 790 440 790	550 60 235 520 790 440 790	
M77-2540		Mohenjo-daro	M77	Y	M77	3 156 400	3 156 400	
M77-2541		Mohenjo-daro	M77	Y	M77	798 415 220 705 33 550 527	798 415 220 705 33 550 527	
M77-2542		Mohenjo-daro	M77	Y	M77	60 3 405 0 705 33 923 740	60 3 405 0 705 33 923 740	
M77-2543		Mohenjo-daro	M77	Y	M77	892 31 2 240 233 0 632 255 861	892 31 2 240 233 0 632 255 861	
M77-2546		Mohenjo-daro	M77	Y	M77	136 832	136 832	
M77-2547		Mohenjo-daro	M77	Y	M77	3 550 615	3 550 615	
M77-2551		Mohenjo-daro	M77	Y	M77	861 2 31 554 527	861 2 31 554 527	
M77-2554		Mohenjo-daro	M77	Y	M77	877 2	877 2	
M77-2558		Mohenjo-daro	M77	Y	M77	920 60 741 235 231 0 741	920 60 741 235 231 0 741	
M77-2559		Mohenjo-daro	M77	Y	M77	906 820 2	906 820 2	
M77-2561		Mohenjo-daro	M77	Y	M77	97	97	
M77-2566		Mohenjo-daro	M77	Y	M77	705 220 440 1 350 90 350	705 220 440 1 350 90 350	
M77-2568		Mohenjo-daro	M77	Y	M77	519 705 33 727	519 705 33 727	
M77-2570		Mohenjo-daro	M77	Y	M77	240 773	240 773	
M77-2571		Mohenjo-daro	M77	Y	M77	820 269 400	820 269 400	
M77-2579		Mohenjo-daro	M77	Y	M77	877 820 32	877 820 32	
M77-2580		Mohenjo-daro	M77	Y	M77	861 2 176 740	861 2 176 740	
M77-2582		Mohenjo-daro	M77	Y	M77	832 832 740	832 832 740	
M77-2583		Mohenjo-daro	M77	Y	M77	861 2 235 705 33 555 527	861 2 235 705 33 555 527	
M77-2587		Mohenjo-daro	M77	Y	M77	31 3 156 0 850 31 0 861 2 240 231	31 3 156 0 850 31 0 861 2 240 231	
M77-2588		Mohenjo-daro	M77	Y	M77	? 233 140 416 31 565	? 233 140 416 31 565	
M77-2591		Mohenjo-daro	M77	Y	M77	861 2 773 740	861 2 773 740	
M77-2595		Mohenjo-daro	M77	Y	M77	? 60 32 119	? 60 32 119	
M77-2596		Mohenjo-daro	M77	Y	M77	81 742 175 416 840 760 740	81 742 175 416 840 760 740	
M77-2597		Mohenjo-daro	M77	Y	M77	371 861 741 575 0 374	371 861 741 575 0 374	
M77-2600		Mohenjo-daro	M77	Y	M77	590 405 740	590 405 740	
M77-2601		Mohenjo-daro	M77	Y	M77	215 872 2 3 426 0 ? 440	215 872 2 3 426 0 ? 440	
M77-2602		Mohenjo-daro	M77	Y	M77	97 151	97 151	
M77-2604		Mohenjo-daro	M77	Y	M77	140 ? 400 0 3 1 690 33 700	140 ? 400 0 3 1 690 33 700	
M77-2606		Mohenjo-daro	M77	Y	M77	904 740	904 740	
M77-2607		Mohenjo-daro	M77	Y	M77	? ? 740	? ? 740	
M77-2610		Mohenjo-daro	M77	Y	M77	415 100	415 100	
M77-2615		Mohenjo-daro	M77	Y	M77	892 298 32 850 32	892 298 32 850 32	
M77-2616		Mohenjo-daro	M77	Y	M77	745 298 31	745 298 31	
M77-2620		Mohenjo-daro	M77	Y	M77	745 171 ?	745 171 ?	
M77-2622		Mohenjo-daro	M77	Y	M77	921 70 520	921 70 520	
M77-2626		Mohenjo-daro	M77	Y	M77	575 31 0 575 31 2 3 390	575 31 0 575 31 2 3 390	
M77-2628		Mohenjo-daro	M77	Y	M77	705 500 820 61 151	705 500 820 61 151	
M77-2629		Mohenjo-daro	M77	Y	M77	31 ? 740	31 ? 740	
M77-2631		Mohenjo-daro	M77	Y	M77	861 2 ? ? 740	861 2 ? ? 740	
M77-2636		Mohenjo-daro	M77	Y	M77	861 2 5 390 0 861 2 5	861 2 5 390 0 861 2 5	
M77-2640		Mohenjo-daro	M77	Y	M77	760 740	760 740	
M77-2641		Mohenjo-daro	M77	Y	M77	703 60 0 575 240 740 90	703 60 0 575 240 740 90	
M77-2644		Mohenjo-daro	M77	Y	M77	717 740	717 740	
M77-2645		Mohenjo-daro	M77	Y	M77	? 140 226	? 140 226	
M77-2646		Mohenjo-daro	M77	Y	M77	2 220 482 740	2 220 482 740	
M77-2651		Mohenjo-daro	M77	Y	M77	560 812 595 820	560 812 595 820	
M77-2653		Mohenjo-daro	M77	Y	M77	861 2 176 440 760 740	861 2 176 440 760 740	
M77-2659		Mohenjo-daro	M77	Y	M77	3 900 740	3 900 740	
M77-2661		Mohenjo-daro	M77	Y	M77	362 872	362 872	
M77-2662		Mohenjo-daro	M77	Y	M77	93 ? 400	93 ? 400	
M77-2664		Mohenjo-daro	M77	Y	M77	? 703 1 61 740	? 703 1 61 740	
M77-2665		Mohenjo-daro	M77	Y	M77	820 1 850 315 741	820 1 850 315 741	
M77-2667		Mohenjo-daro	M77	Y	M77	31 220 440 861 0 32 220	31 220 440 861 0 32 220	
M77-2669		Mohenjo-daro	M77	Y	M77	220 55 740	220 55 740	
M77-2672		Mohenjo-daro	M77	Y	M77	760 740	760 740	
M77-2673		Mohenjo-daro	M77	Y	M77	384	384	
M77-2675		Mohenjo-daro	M77	Y	M77	32 130 190 2 235 220 520	32 130 190 2 235 220 520	
M77-2676		Mohenjo-daro	M77	Y	M77	233 690 740	233 690 740	
M77-2681		Mohenjo-daro	M77	Y	M77	560 741 16 220 520	560 741 16 220 520	
M77-2682		Mohenjo-daro	M77	Y	M77	806 156	806 156	
M77-2683		Mohenjo-daro	M77	Y	M77	233 220 740	233 220 740	
M77-2686		Mohenjo-daro	M77	Y	M77	368 ?	368 ?	
M77-2688		Mohenjo-daro	M77	Y	M77	222 740	222 740	
M77-2690		Mohenjo-daro	M77	Y	M77	692 60 255 435 690 740 692 60 803 740	692 60 255 435 690 740 692 60 803 740	
M77-2693		Mohenjo-daro	M77	Y	M77	692 60 921	692 60 921	
M77-2695		Mohenjo-daro	M77	Y	M77	495 17 740	495 17 740	
M77-2696		Mohenjo-daro	M77	Y	M77	692 60 0 ? 140 269 740	692 60 0 ? 140 269 740	
M77-2697		Mohenjo-daro	M77	Y	M77	4 405 ? 55 32 740	4 405 ? 55 32 740	
M77-2700		unknown	M77	Y	M77	32 220 233 729 740	32 220 233 729 740	
M77-2704		unknown	M77	Y	M77	565	565	
M77-2706		unknown	M77	Y	M77	861 368 32 904 740	861 368 32 904 740	
M77-2804		unknown	M77	Y	M77	371 390 0 371 390	371 390 0 371 390	
M77-2806		unknown	M77	Y	M77	632 740	632 740	
M77-2807		unknown	M77	Y	M77	705 167 0 360 904 705 167	705 167 0 360 904 705 167	
M77-2809		unknown	M77	Y	M77	615 705 595 0 615 705 595	615 705 595 0 615 705 595	
M77-2810		unknown	M77	Y	M77	540 0 467 806 156 400	540 0 467 806 156 400	
M77-2812		unknown	M77	Y	M77	540 0 467 806 156 400	540 0 467 806 156 400	
M77-2813		unknown	M77	Y	M77	632 740	632 740	
M77-2814		unknown	M77	Y	M77	632 740	632 740	
M77-2815		unknown	M77	Y	M77	? ? 700 97 400	? ? 700 97 400	
M77-2819		unknown	M77	Y	M77	384 740 0 384 740 0 384 740	384 740 0 384 740 0 384 740	
M77-2822		unknown	M77	Y	M77	740 400	740 400	
M77-2826		unknown	M77	Y	M77	320 315 861 2 798 220 70 520	320 315 861 2 798 220 70 520	
M77-2827		unknown	M77	Y	M77	216 0 740	216 0 740	
M77-2835		unknown	M77	Y	M77	362 872 0 240 803 585 740 400	362 872 0 240 803 585 740 400	
M77-2836		unknown	M77	Y	M77	705 167 0 705 167	705 167 0 705 167	
M77-2837		unknown	M77	Y	M77	861 2 ? 3	861 2 ? 3	
M77-2842		unknown	M77	Y	M77	362 872 503 31	362 872 503 31	
M77-2843		unknown	M77	Y	M77	362 872 503 31 740 5	362 872 503 31 740 5	
M77-2844		unknown	M77	Y	M77	705 167 400 0 240 32 220 840	705 167 400 0 240 32 220 840	
M77-2845		unknown	M77	Y	M77	861 2 240	861 2 240	
M77-2846		unknown	M77	Y	M77	530 60 803 740 101 ? 0 ? 717	530 60 803 740 101 ? 0 ? 717	
M77-2847		unknown	M77	Y	M77	519 798 176 740 151 700 700 700 390 0 645 70 741 150 269 840 32 0 741 904 700 820 32 17 904 415 100 740	519 798 176 740 151 700 700 700 390 0 645 70 741 150 269 840 32 0 741 904 700 820 32 17 904 415 100 740	
M77-2849		unknown	M77	Y	M77	705 167 0 705 167	705 167 0 705 167	
M77-2851		unknown	M77	Y	M77	? 368 740 900 900 ? 0 382 760 740	? 368 740 900 900 ? 0 382 760 740	
M77-2852		unknown	M77	Y	M77	235 520 0 ? 165 255 435 0 615 740 90	235 520 0 ? 165 255 435 0 615 740 90	
M77-2854		unknown	M77	Y	M77	?	?	
M77-2855		unknown	M77	Y	M77	? 368 740 900 900 ? 0 382 760	? 368 740 900 900 ? 0 382 760	
M77-2860		unknown	M77	Y	M77	388 906 615 615 65 220 2 140 480 31	388 906 615 615 65 220 2 140 480 31	
M77-2861		unknown	M77	Y	M77	? ? ? 455 872 0 240 806 585 740 400	? ? ? 455 872 0 240 806 585 740 400	
M77-2863		unknown	M77	Y	M77	861 2 240 840 32 740	861 2 240 840 32 740	
M77-2864		unknown	M77	Y	M77	415 100 740 400 0 415 100 740	415 100 740 400 0 415 100 740	
M77-2865		unknown	M77	Y	M77	861 2 519	861 2 519	
M77-2866		unknown	M77	Y	M77	? ? ? 455 872 0 240 806 585 740 400	? ? ? 455 872 0 240 806 585 740 400	
M77-2868		unknown	M77	Y	M77	550 527 400	550 527 400	
M77-2901		unknown	M77	Y	M77	? 0 220 17 585 347 520 32 405	? 0 220 17 585 347 520 32 405	
M77-2902		unknown	M77	Y	M77	? 0 3 220 590 405 740	? 0 3 220 590 405 740	
M77-2903		unknown	M77	Y	M77	? 0 806 845 61 405 790 900 740	? 0 806 845 61 405 790 900 740	
M77-2904		unknown	M77	Y	M77	415 100 740 0 415 220 845 405	415 100 740 0 415 220 845 405	
M77-2905		unknown	M77	Y	M77	33 700 900 165 0 32 220 176 740	33 700 900 165 0 32 220 176 740	
M77-2906		unknown	M77	Y	M77	33 700 900 165 0 32 220 176 740	33 700 900 165 0 32 220 176 740	
M77-2911		unknown	M77	Y	M77	231 17 585 347 520 32 405	231 17 585 347 520 32 405	
M77-2912		unknown	M77	Y	M77	806 233 176 740 0 590 405 740	806 233 176 740 0 590 405 740	
M77-2914		unknown	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-2916		unknown	M77	Y	M77	745 717 347 595 1 142 615 615	745 717 347 595 1 142 615 615	
M77-2918		unknown	M77	Y	M77	255 0 798 231 705 33 904 100 740	255 0 798 231 705 33 904 100 740	
M77-2919		unknown	M77	Y	M77	861 0 773	861 0 773	
M77-2920		unknown	M77	Y	M77	905 32 1 595 1 142 615 615	905 32 1 595 1 142 615 615	
M77-2921		unknown	M77	Y	M77	35 0 773 740	35 0 773 740	
M77-2923		unknown	M77	Y	M77	595 850 480 ? 820 820 0 803 151 4 5 ?	595 850 480 ? 820 820 0 803 151 4 5 ?	
M77-2924		unknown	M77	Y	M77	6 740 90 832	6 740 90 832	
M77-2925		unknown	M77	Y	M77	? 595 850 480 ? 820 820 0 6 ?	? 595 850 480 ? 820 820 0 6 ?	
M77-2926		unknown	M77	Y	M77	4 7	4 7	
M77-2928		unknown	M77	Y	M77	4 4	4 4	
M77-2929		unknown	M77	Y	M77	? 0 4 390 0 32 741 1 405	? 0 4 390 0 32 741 1 405	
M77-2930		unknown	M77	Y	M77	920 60 745 ? 354 0 861 2 176 740	920 60 745 ? 354 0 861 2 176 740	
M77-2931		unknown	M77	Y	M77	32 741 0 ? 31	32 741 0 ? 31	
M77-2934		unknown	M77	Y	M77	390	390	
M77-2936		unknown	M77	Y	M77	405 745 0 480 31 235 482 740	405 745 0 480 31 235 482 740	
M77-2937		unknown	M77	Y	M77	832 832 740	832 832 740	
M77-2938		unknown	M77	Y	M77	171 35	171 35	
M77-2940		unknown	M77	Y	M77	? ? 892 740 400	? ? 892 740 400	
M77-2942		unknown	M77	Y	M77	? 861 2	? 861 2	
M77-2943		unknown	M77	Y	M77	760 740 400	760 740 400	
M77-2944		unknown	M77	Y	M77	467 806 156	467 806 156	
M77-2945		unknown	M77	Y	M77	4 405	4 405	
M77-2948		unknown	M77	Y	M77	? 156 400	? 156 400	
M77-2949		unknown	M77	Y	M77	390 390 390	390 390 390	
M77-2950		unknown	M77	Y	M77	390 390 390 390	390 390 390 390	
M77-2951		unknown	M77	Y	M77	415 100 740	415 100 740	
M77-2952		unknown	M77	Y	M77	900 165 0 861 2 16 61	900 165 0 861 2 16 61	
M77-3001		Mohenjo-daro	M77	Y	M77	705 390 ? 31 156	705 390 ? 31 156	
M77-3010		Mohenjo-daro	M77	Y	M77	3 900 832	3 900 832	
M77-3015		Mohenjo-daro	M77	Y	M77	137	137	
M77-3019		Mohenjo-daro	M77	Y	M77	467 806 156	467 806 156	
M77-3020		Mohenjo-daro	M77	Y	M77	137	137	
M77-3028		Mohenjo-daro	M77	Y	M77	575 741 4 390	575 741 4 390	
M77-3032		Mohenjo-daro	M77	Y	M77	734	734	
M77-3035		Mohenjo-daro	M77	Y	M77	171 35	171 35	
M77-3038		Mohenjo-daro	M77	Y	M77	156	156	
M77-3041		Mohenjo-daro	M77	Y	M77	272	272	
M77-3044		Mohenjo-daro	M77	Y	M77	820 2 ? 923 740	820 2 ? 923 740	
M77-3051		Mohenjo-daro	M77	Y	M77	740	740	
M77-3052		Mohenjo-daro	M77	Y	M77	140 850 31	140 850 31	
M77-3056		Mohenjo-daro	M77	Y	M77	740	740	
M77-3058		Mohenjo-daro	M77	Y	M77	745 165	745 165	
M77-3060		Mohenjo-daro	M77	Y	M77	741 702 2 415 220 520	741 702 2 415 220 520	
M77-3063		Mohenjo-daro	M77	Y	M77	415 220	415 220	
M77-3066		Mohenjo-daro	M77	Y	M77	90 500 740	90 500 740	
M77-3069		Mohenjo-daro	M77	Y	M77	692 60 740	692 60 740	
M77-3072		Mohenjo-daro	M77	Y	M77	220	220	
M77-3078		Mohenjo-daro	M77	Y	M77	176 705 255 740 0 17 390	176 705 255 740 0 17 390	
M77-3079		Mohenjo-daro	M77	Y	M77	495 3 426	495 3 426	
M77-3080		Mohenjo-daro	M77	Y	M77	930	930	
M77-3083		Mohenjo-daro	M77	Y	M77	347 390 2 142 278 151	347 390 2 142 278 151	
M77-3092		Mohenjo-daro	M77	Y	M77	877 161 400	877 161 400	
M77-3093		Mohenjo-daro	M77	Y	M77	545 741 165 590 740	545 741 165 590 740	
M77-3095		Mohenjo-daro	M77	Y	M77	384 156	384 156	
M77-3097		Mohenjo-daro	M77	Y	M77	? 455 220 2 803 232	? 455 220 2 803 232	
M77-3106		Mohenjo-daro	M77	Y	M77	495 850 2 803 241 0 495 850 2 803 241	495 850 2 803 241 0 495 850 2 803 241	
M77-3107		Mohenjo-daro	M77	Y	M77	717 533 861 2 806 233 3 900 790 900 740 ? 845 405	717 533 861 2 806 233 3 900 790 900 740 ? 845 405	
M77-3112		Mohenjo-daro	M77	Y	M77	? 741 32 226	? 741 32 226	
M77-3114		Mohenjo-daro	M77	Y	M77	16 220 626 740 565	16 220 626 740 565	
M77-3119		Mohenjo-daro	M77	Y	M77	689 615 455 220 231 740	689 615 455 220 231 740	
M77-3123		Mohenjo-daro	M77	Y	M77	632	632	
M77-3143		Mohenjo-daro	M77	Y	M77	585 740	585 740	
M77-3144		Mohenjo-daro	M77	Y	M77	140 405	140 405	
M77-3147		Mohenjo-daro	M77	Y	M77	137	137	
M77-3151		Mohenjo-daro	M77	Y	M77	32 315 413 2 233 440 740	32 315 413 2 233 440 740	
M77-3155		Mohenjo-daro	M77	Y	M77	55 740 820 2 0 371	55 740 820 2 0 371	
M77-3156		Mohenjo-daro	M77	Y	M77	235 705 33 790 900 740	235 705 33 790 900 740	
M77-3157		Mohenjo-daro	M77	Y	M77	226	226	
M77-3160		Mohenjo-daro	M77	Y	M77	861 2 231 233 705 33 520	861 2 231 233 705 33 520	
M77-3202		unknown	M77	Y	M77	692 60 269	692 60 269	
M77-3203		unknown	M77	Y	M77	16	16	
M77-3207		unknown	M77	Y	M77	740	740	
M77-3215		unknown	M77	Y	M77	740	740	
M77-3219		unknown	M77	Y	M77	760 740	760 740	
M77-3220		unknown	M77	Y	M77	104 645 590 235 240 740 90	104 645 590 235 240 740 90	
M77-3221		unknown	M77	Y	M77	705 692 60	705 692 60	
M77-3222		unknown	M77	Y	M77	104 645 590 235 240 740 90	104 645 590 235 240 740 90	
M77-3223		unknown	M77	Y	M77	790 100 740	790 100 740	
M77-3224		unknown	M77	Y	M77	? ? 700 97 400	? ? 700 97 400	
M77-3225		unknown	M77	Y	M77	632 740	632 740	
M77-3226		unknown	M77	Y	M77	632 740	632 740	
M77-3227		unknown	M77	Y	M77	740	740	
M77-3228		unknown	M77	Y	M77	632 740	632 740	
M77-3230		unknown	M77	Y	M77	? ? 700 97 400	? ? 700 97 400	
M77-3232		unknown	M77	Y	M77	861 2 190 190 415 100 740 0 350 460 798 904 740 400	861 2 190 190 415 100 740 0 350 460 798 904 740 400	
M77-3233		unknown	M77	Y	M77	705 33 590	705 33 590	
M77-3234		unknown	M77	Y	M77	125 384 700 ? 0 575 450 745 803 482 740	125 384 700 ? 0 575 450 745 803 482 740	
M77-3235		unknown	M77	Y	M77	388 906 615 615 65 220 2	388 906 615 615 65 220 2	
M77-3236		unknown	M77	Y	M77	745 4 405	745 4 405	
M77-3237		unknown	M77	Y	M77	705 590	705 590	
M77-3239		unknown	M77	Y	M77	220 705 33 590 405 740	220 705 33 590 405 740	
M77-3242		unknown	M77	Y	M77	32 390	32 390	
M77-3243		unknown	M77	Y	M77	97 151	97 151	
M77-3244		unknown	M77	Y	M77	832 832 740	832 832 740	
M77-3247		unknown	M77	Y	M77	790 176	790 176	
M77-3248		unknown	M77	Y	M77	820 717 0 220 ? 400	820 717 0 220 ? 400	
M77-3251		unknown	M77	Y	M77	104 615 740	104 615 740	
M77-3252		unknown	M77	Y	M77	320 920 740	320 920 740	
M77-3253		unknown	M77	Y	M77	220 70 482	220 70 482	
M77-3302		Mohenjo-daro	M77	Y	M77	705 33 32 0 233 585 405	705 33 32 0 233 585 405	
M77-3303		Mohenjo-daro	M77	Y	M77	231 17 585 347 520 32 405	231 17 585 347 520 32 405	
M77-3304		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3305		Mohenjo-daro	M77	Y	M77	220 17 585 347 520 32 405	220 17 585 347 520 32 405	
M77-3309		Mohenjo-daro	M77	Y	M77	354	354	
M77-3310		Mohenjo-daro	M77	Y	M77	806 845	806 845	
M77-3312		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3313		Mohenjo-daro	M77	Y	M77	? 0 806 233 384 740	? 0 806 233 384 740	
M77-3315		Mohenjo-daro	M77	Y	M77	? 0 806 845 61 405 790 900 740	? 0 806 845 61 405 790 900 740	
M77-3316		Mohenjo-daro	M77	Y	M77	905 32 1 595 1 142 615 615	905 32 1 595 1 142 615 615	
M77-3319		Mohenjo-daro	M77	Y	M77	900 165 0 740 240 ?	900 165 0 740 240 ?	
M77-3320		Mohenjo-daro	M77	Y	M77	900 165 0 362 2 176 740 240 ?	900 165 0 362 2 176 740 240 ?	
M77-3323		Mohenjo-daro	M77	Y	M77	806 233 384 740	806 233 384 740	
M77-3326		Mohenjo-daro	M77	Y	M77	705 33 845 405	705 33 845 405	
M77-3329		Mohenjo-daro	M77	Y	M77	690 740	690 740	
M77-3331		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3334		Mohenjo-daro	M77	Y	M77	343 0 503 615 740	343 0 503 615 740	
M77-3335		Mohenjo-daro	M77	Y	M77	705 33 32 0 233 585 405	705 33 32 0 233 585 405	
M77-3336		Mohenjo-daro	M77	Y	M77	705 33 923 740 ?	705 33 923 740 ?	
M77-3337		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3340		Mohenjo-daro	M77	Y	M77	585 740	585 740	
M77-3343		Mohenjo-daro	M77	Y	M77	? 0 806 233 384 740	? 0 806 233 384 740	
M77-3344		Mohenjo-daro	M77	Y	M77	905 32 1 595 1 142 615 615	905 32 1 595 1 142 615 615	
M77-3347		Mohenjo-daro	M77	Y	M77	908 2 4 405 0 905 32 1 595 1 142 615 615	908 2 4 405 0 905 32 1 595 1 142 615 615	
M77-3349		Mohenjo-daro	M77	Y	M77	705 33 740	705 33 740	
M77-3354		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3355		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3358		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-3360		Mohenjo-daro	M77	Y	M77	? 0 220 17 585 347 520 32 405	? 0 220 17 585 347 520 32 405	
M77-3362		Mohenjo-daro	M77	Y	M77	745 717 347 595 1 142 615 615	745 717 347 595 1 142 615 615	
M77-3363		Mohenjo-daro	M77	Y	M77	3 426 176 100 740 790	3 426 176 100 740 790	
M77-3364		Mohenjo-daro	M77	Y	M77	705 33 32 0 233 585 405	705 33 32 0 233 585 405	
M77-3365		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-3367		Mohenjo-daro	M77	Y	M77	220 845	220 845	
M77-3368		Mohenjo-daro	M77	Y	M77	705 33 923 740 ?	705 33 923 740 ?	
M77-3369		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-3373		Mohenjo-daro	M77	Y	M77	220 17 585 347 520 32 405	220 17 585 347 520 32 405	
M77-3375		Mohenjo-daro	M77	Y	M77	? 0 347 520 32 405	? 0 347 520 32 405	
M77-3376		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-3381		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3383		Mohenjo-daro	M77	Y	M77	3 426 176	3 426 176	
M77-3384		Mohenjo-daro	M77	Y	M77	235 705 33 845 405 321 405	235 705 33 845 405 321 405	
M77-3385		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
M77-3387		Mohenjo-daro	M77	Y	M77	806 845 61 405 790 900 740	806 845 61 405 790 900 740	
